                                                         Time |                                                          Attitude S/C Frame (SAT, J2000) |                                                                   Angular Momentum [Nms] |                                                                 Angular Velocity [rad/s] |                                                                                                                                                 q-Sliding Control | 
      Name |                       UTC |            dt [msec] |       q[0] |       q[1] |       q[2] |       q[3] |   ra [deg] |   de [deg] |   az [deg] |      hb[0] |      hb[1] |      hb[2] |      hi[0] |      hi[1] |      hi[2] |  abs [Nms] |      wb[0] |      wb[1] |      wb[2] |      wi[0] |      wi[1] |      wi[2] | abs [dg/s] |       q[0] |       q[1] |       q[2] |       q[3] |      wb[0] |      wb[1] |      wb[2] |     wb_dot[0] |     wb_dot[1] |     wb_dot[2] |  V |  T |  Error [deg] |  NADIR-SUN |  STact-SUN | STact-Earth | 
         0 |   2020/06/01 06:12:00.000 |                    0 |  0.9989610 | -0.0122720 | -0.0046950 | -0.0436310 | 358.618457 |  -0.598816 | 184.994546 |    0.19930 |   -0.01090 |   -0.14050 |    0.20096 |    0.01812 |    0.13735 |    0.24409 |    0.04582 |   -0.00217 |   -0.03544 |    0.04623 |    0.00410 |    0.03473 |    3.32124 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |      0.000 |      0.000 |       0.000 | 
         0 |   2020/06/01 06:12:00.100 |                  100 |  0.9988781 | -0.0105079 | -0.0046976 | -0.0459291 | 358.821807 |  -0.593020 | 185.259198 |    0.19931 |   -0.01084 |   -0.14049 |    0.20067 |   -0.00621 |    0.13882 |    0.24409 |    0.04582 |   -0.00216 |   -0.03544 |    0.04615 |   -0.00205 |    0.03501 |    3.32124 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.260 |    121.480 |      30.772 | 
         1 |   2020/06/01 06:12:00.200 |                  200 |  0.9987868 | -0.0087439 | -0.0046995 | -0.0482270 | 359.025111 |  -0.586207 | 185.523839 |    0.19932 |   -0.01077 |   -0.14049 |    0.20067 |   -0.00621 |    0.13882 |    0.24409 |    0.04582 |   -0.00214 |   -0.03544 |    0.04616 |   -0.00206 |    0.03501 |    3.32124 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.262 |    121.435 |      30.644 | 
         2 |   2020/06/01 06:12:00.300 |                  300 |  0.9986873 | -0.0069845 | -0.0047010 | -0.0505190 | 359.227834 |  -0.578426 | 185.787822 |    0.19825 |   -0.01071 |   -0.13966 |    0.19959 |   -0.00612 |    0.13802 |    0.24274 |    0.04558 |   -0.00213 |   -0.03523 |    0.04591 |   -0.00205 |    0.03480 |    3.30284 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.264 |    121.389 |      30.517 | 
         3 |   2020/06/01 06:12:00.400 |                  400 |  0.9985801 | -0.0052361 | -0.0047023 | -0.0527975 | 359.429255 |  -0.569764 | 186.050271 |    0.19719 |   -0.01064 |   -0.13884 |    0.19851 |   -0.00603 |    0.13722 |    0.24140 |    0.04533 |   -0.00211 |   -0.03502 |    0.04566 |   -0.00204 |    0.03460 |    3.28451 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.266 |    121.342 |      30.392 | 
         4 |   2020/06/01 06:12:00.500 |                  500 |  0.9984655 | -0.0035017 | -0.0047034 | -0.0550609 | 359.629011 |  -0.560250 | 186.311002 |    0.19565 |   -0.01052 |   -0.13731 |    0.19695 |   -0.00591 |    0.13572 |    0.23926 |    0.04498 |   -0.00209 |   -0.03464 |    0.04530 |   -0.00202 |    0.03422 |    3.25492 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.268 |    121.294 |      30.268 | 
         5 |   2020/06/01 06:12:00.600 |                  600 |  0.9983437 | -0.0017859 | -0.0047045 | -0.0573054 | 359.826572 |  -0.549937 | 186.569573 |    0.19406 |   -0.01042 |   -0.13594 |    0.19534 |   -0.00580 |    0.13437 |    0.23716 |    0.04461 |   -0.00207 |   -0.03429 |    0.04493 |   -0.00201 |    0.03388 |    3.22620 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.269 |    121.245 |      30.145 | 
         6 |   2020/06/01 06:12:00.700 |                  700 |  0.9982150 | -0.0000883 | -0.0047053 | -0.0595311 |   0.021996 |  -0.538834 | 186.825982 |    0.19247 |   -0.01027 |   -0.13436 |    0.19373 |   -0.00569 |    0.13281 |    0.23495 |    0.04424 |   -0.00204 |   -0.03390 |    0.04456 |   -0.00199 |    0.03348 |    3.19566 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.271 |    121.195 |      30.024 | 
         7 |   2020/06/01 06:12:00.800 |                  800 |  0.9980797 |  0.0015893 | -0.0047057 | -0.0617379 |   0.215068 |  -0.526964 | 187.080220 |    0.19088 |   -0.01014 |   -0.13276 |    0.19211 |   -0.00558 |    0.13123 |    0.23273 |    0.04388 |   -0.00201 |   -0.03350 |    0.04419 |   -0.00197 |    0.03309 |    3.16491 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.273 |    121.145 |      29.904 | 
         8 |   2020/06/01 06:12:00.900 |                  900 |  0.9979380 |  0.0032468 | -0.0047057 | -0.0639257 |   0.405783 |  -0.514349 | 187.332288 |    0.18929 |   -0.00998 |   -0.13115 |    0.19050 |   -0.00550 |    0.12965 |    0.23050 |    0.04351 |   -0.00197 |   -0.03310 |    0.04382 |   -0.00196 |    0.03269 |    3.13415 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.275 |    121.095 |      29.785 | 
         9 |   2020/06/01 06:12:01.000 |                 1000 |  0.9977900 |  0.0048843 | -0.0047052 | -0.0660946 |   0.594136 |  -0.501001 | 187.582182 |    0.18770 |   -0.00982 |   -0.12955 |    0.18889 |   -0.00540 |    0.12807 |    0.22827 |    0.04314 |   -0.00194 |   -0.03270 |    0.04345 |   -0.00194 |    0.03229 |    3.10342 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.277 |    121.043 |      29.668 | 
        10 |   2020/06/01 06:12:01.100 |                 1100 |  0.9976360 |  0.0065018 | -0.0047042 | -0.0682446 |   0.780126 |  -0.486944 | 187.829903 |    0.18610 |   -0.00965 |   -0.12795 |    0.18728 |   -0.00532 |    0.12648 |    0.22605 |    0.04277 |   -0.00190 |   -0.03230 |    0.04307 |   -0.00193 |    0.03189 |    3.07270 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.278 |    120.992 |      29.552 | 
        11 |   2020/06/01 06:12:01.200 |                 1200 |  0.9974763 |  0.0080991 | -0.0047025 | -0.0703756 |   0.963748 |  -0.472194 | 188.075450 |    0.18451 |   -0.00949 |   -0.12634 |    0.18566 |   -0.00523 |    0.12490 |    0.22383 |    0.04240 |   -0.00187 |   -0.03189 |    0.04270 |   -0.00191 |    0.03149 |    3.04199 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.280 |    120.940 |      29.438 | 
        12 |   2020/06/01 06:12:01.300 |                 1300 |  0.9973110 |  0.0096764 | -0.0047001 | -0.0724877 |   1.145002 |  -0.456774 | 188.318823 |    0.18293 |   -0.00929 |   -0.12474 |    0.18405 |   -0.00517 |    0.12331 |    0.22160 |    0.04204 |   -0.00183 |   -0.03149 |    0.04233 |   -0.00190 |    0.03109 |    3.01129 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.282 |    120.888 |      29.325 | 
        13 |   2020/06/01 06:12:01.400 |                 1400 |  0.9971403 |  0.0112335 | -0.0046970 | -0.0745810 |   1.323881 |  -0.440697 | 188.560020 |    0.18134 |   -0.00912 |   -0.12314 |    0.18244 |   -0.00510 |    0.12173 |    0.21938 |    0.04167 |   -0.00179 |   -0.03109 |    0.04196 |   -0.00189 |    0.03069 |    2.98061 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.284 |    120.835 |      29.213 | 
        14 |   2020/06/01 06:12:01.500 |                 1500 |  0.9969645 |  0.0127705 | -0.0046932 | -0.0766553 |   1.500388 |  -0.423996 | 188.799043 |    0.17975 |   -0.00893 |   -0.12154 |    0.18083 |   -0.00503 |    0.12014 |    0.21716 |    0.04130 |   -0.00175 |   -0.03069 |    0.04159 |   -0.00188 |    0.03029 |    2.94994 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.286 |    120.782 |      29.102 | 
        15 |   2020/06/01 06:12:01.600 |                 1600 |  0.9967838 |  0.0142874 | -0.0046887 | -0.0787107 |   1.674519 |  -0.406696 | 189.035890 |    0.17816 |   -0.00876 |   -0.11993 |    0.17923 |   -0.00495 |    0.11855 |    0.21494 |    0.04093 |   -0.00171 |   -0.03029 |    0.04122 |   -0.00186 |    0.02989 |    2.91930 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.288 |    120.730 |      28.993 | 
        16 |   2020/06/01 06:12:01.700 |                 1700 |  0.9965983 |  0.0157841 | -0.0046836 | -0.0807472 |   1.846275 |  -0.388832 | 189.270563 |    0.17657 |   -0.00858 |   -0.11833 |    0.17762 |   -0.00487 |    0.11697 |    0.21273 |    0.04057 |   -0.00167 |   -0.02989 |    0.04085 |   -0.00185 |    0.02949 |    2.88866 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.289 |    120.677 |      28.885 | 
        17 |   2020/06/01 06:12:01.800 |                 1800 |  0.9964083 |  0.0172607 | -0.0046780 | -0.0827649 |   2.015656 |  -0.370431 | 189.503060 |    0.17498 |   -0.00842 |   -0.11673 |    0.17601 |   -0.00478 |    0.11538 |    0.21051 |    0.04020 |   -0.00164 |   -0.02949 |    0.04048 |   -0.00183 |    0.02909 |    2.85806 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.291 |    120.624 |      28.778 | 
        18 |   2020/06/01 06:12:01.900 |                 1900 |  0.9962140 |  0.0187172 | -0.0046721 | -0.0847637 |   2.182668 |  -0.351559 | 189.733383 |    0.17339 |   -0.00830 |   -0.11513 |    0.17440 |   -0.00464 |    0.11381 |    0.20830 |    0.03983 |   -0.00161 |   -0.02909 |    0.04011 |   -0.00180 |    0.02870 |    2.82748 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.293 |    120.570 |      28.673 | 
        19 |   2020/06/01 06:12:02.000 |                 2000 |  0.9960156 |  0.0201537 | -0.0046665 | -0.0867435 |   2.347320 |  -0.332283 | 189.961532 |    0.17181 |   -0.00821 |   -0.11353 |    0.17279 |   -0.00448 |    0.11223 |    0.20609 |    0.03946 |   -0.00159 |   -0.02869 |    0.03973 |   -0.00177 |    0.02830 |    2.79693 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.295 |    120.517 |      28.568 | 
        20 |   2020/06/01 06:12:02.100 |                 2100 |  0.9958132 |  0.0215702 | -0.0046628 | -0.0887045 |   2.509649 |  -0.312823 | 190.187503 |    0.17022 |   -0.00843 |   -0.11192 |    0.17117 |   -0.00400 |    0.11072 |    0.20389 |    0.03910 |   -0.00164 |   -0.02829 |    0.03936 |   -0.00167 |    0.02792 |    2.76652 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.297 |    120.464 |      28.465 | 
        21 |   2020/06/01 06:12:02.200 |                 2200 |  0.9956070 |  0.0229670 | -0.0046632 | -0.0906464 |   2.669707 |  -0.293453 | 190.411297 |    0.16863 |   -0.00867 |   -0.11033 |    0.16954 |   -0.00352 |    0.10921 |    0.20170 |    0.03873 |   -0.00169 |   -0.02789 |    0.03898 |   -0.00156 |    0.02754 |    2.73614 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.298 |    120.411 |      28.362 | 
        22 |   2020/06/01 06:12:02.300 |                 2300 |  0.9953973 |  0.0243443 | -0.0046682 | -0.0925693 |   2.827509 |  -0.274236 | 190.632912 |    0.16704 |   -0.00901 |   -0.10873 |    0.16791 |   -0.00293 |    0.10772 |    0.19951 |    0.03836 |   -0.00177 |   -0.02749 |    0.03861 |   -0.00143 |    0.02716 |    2.70583 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.300 |    120.358 |      28.261 | 
        23 |   2020/06/01 06:12:02.400 |                 2400 |  0.9951843 |  0.0257020 | -0.0046783 | -0.0944731 |   2.983077 |  -0.255269 | 190.852348 |    0.16545 |   -0.00933 |   -0.10713 |    0.16627 |   -0.00236 |    0.10624 |    0.19733 |    0.03799 |   -0.00184 |   -0.02709 |    0.03823 |   -0.00130 |    0.02679 |    2.67554 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.302 |    120.305 |      28.161 | 
        24 |   2020/06/01 06:12:02.500 |                 2500 |  0.9949680 |  0.0270404 | -0.0046943 | -0.0963578 |   3.136434 |  -0.236650 | 191.069606 |    0.16386 |   -0.00984 |   -0.10554 |    0.16463 |   -0.00160 |    0.10479 |    0.19515 |    0.03762 |   -0.00196 |   -0.02670 |    0.03785 |   -0.00113 |    0.02642 |    2.64538 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.304 |    120.253 |      28.061 | 
        25 |   2020/06/01 06:12:02.600 |                 2600 |  0.9947487 |  0.0283594 | -0.0047170 | -0.0982233 |   3.287610 |  -0.218492 | 191.284685 |    0.16226 |   -0.01023 |   -0.10395 |    0.16298 |   -0.00097 |    0.10332 |    0.19298 |    0.03725 |   -0.00205 |   -0.02630 |    0.03747 |   -0.00099 |    0.02605 |    2.61520 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.306 |    120.201 |      27.962 | 
        26 |   2020/06/01 06:12:02.700 |                 2700 |  0.9945267 |  0.0296591 | -0.0047445 | -0.1000697 |   3.436568 |  -0.200604 | 191.497589 |    0.16067 |   -0.01047 |   -0.10237 |    0.16135 |   -0.00048 |    0.10183 |    0.19080 |    0.03688 |   -0.00210 |   -0.02590 |    0.03709 |   -0.00088 |    0.02567 |    2.58497 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.307 |    120.149 |      27.864 | 
        27 |   2020/06/01 06:12:02.800 |                 2800 |  0.9943019 |  0.0309392 | -0.0047759 | -0.1018970 |   3.583292 |  -0.182895 | 191.708319 |    0.15907 |   -0.01066 |   -0.10078 |    0.15971 |   -0.00003 |    0.10034 |    0.18861 |    0.03651 |   -0.00215 |   -0.02551 |    0.03671 |   -0.00078 |    0.02530 |    2.55475 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.309 |    120.097 |      27.767 | 
        28 |   2020/06/01 06:12:02.900 |                 2900 |  0.9940748 |  0.0321998 | -0.0048109 | -0.1037053 |   3.727785 |  -0.165371 | 191.916877 |    0.15748 |   -0.01087 |   -0.09920 |    0.15807 |    0.00043 |    0.09885 |    0.18643 |    0.03614 |   -0.00219 |   -0.02511 |    0.03633 |   -0.00068 |    0.02492 |    2.52457 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.311 |    120.045 |      27.671 | 
        29 |   2020/06/01 06:12:03.000 |                 3000 |  0.9938453 |  0.0334410 | -0.0048497 | -0.1054945 |   3.870053 |  -0.148052 | 192.123263 |    0.15588 |   -0.01106 |   -0.09761 |    0.15643 |    0.00088 |    0.09736 |    0.18425 |    0.03577 |   -0.00224 |   -0.02472 |    0.03595 |   -0.00058 |    0.02454 |    2.49440 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.313 |    119.994 |      27.575 | 
        30 |   2020/06/01 06:12:03.100 |                 3100 |  0.9936137 |  0.0346626 | -0.0048915 | -0.1072646 |   4.010086 |  -0.130889 | 192.327481 |    0.15428 |   -0.01116 |   -0.09603 |    0.15480 |    0.00122 |    0.09585 |    0.18207 |    0.03540 |   -0.00226 |   -0.02432 |    0.03558 |   -0.00050 |    0.02416 |    2.46421 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.315 |    119.944 |      27.481 | 
        31 |   2020/06/01 06:12:03.200 |                 3200 |  0.9933802 |  0.0358646 | -0.0049358 | -0.1090158 |   4.147871 |  -0.113821 | 192.529532 |    0.15269 |   -0.01123 |   -0.09445 |    0.15316 |    0.00156 |    0.09434 |    0.17989 |    0.03503 |   -0.00228 |   -0.02393 |    0.03520 |   -0.00042 |    0.02378 |    2.43403 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.316 |    119.893 |      27.388 | 
        32 |   2020/06/01 06:12:03.300 |                 3300 |  0.9931450 |  0.0370471 | -0.0049822 | -0.1107479 |   4.283407 |  -0.096853 | 192.729418 |    0.15109 |   -0.01129 |   -0.09287 |    0.15153 |    0.00187 |    0.09282 |    0.17771 |    0.03466 |   -0.00229 |   -0.02353 |    0.03482 |   -0.00035 |    0.02340 |    2.40386 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.318 |    119.843 |      27.295 | 
        33 |   2020/06/01 06:12:03.400 |                 3400 |  0.9929081 |  0.0382099 | -0.0050308 | -0.1124611 |   4.416696 |  -0.079985 | 192.927139 |    0.14949 |   -0.01133 |   -0.09130 |    0.14990 |    0.00217 |    0.09131 |    0.17553 |    0.03429 |   -0.00230 |   -0.02314 |    0.03444 |   -0.00028 |    0.02302 |    2.37372 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.320 |    119.794 |      27.204 | 
        34 |   2020/06/01 06:12:03.500 |                 3500 |  0.9926699 |  0.0393532 | -0.0050813 | -0.1141552 |   4.547736 |  -0.063213 | 193.122699 |    0.14789 |   -0.01134 |   -0.08972 |    0.14826 |    0.00244 |    0.08979 |    0.17335 |    0.03392 |   -0.00230 |   -0.02274 |    0.03407 |   -0.00022 |    0.02264 |    2.34357 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.322 |    119.745 |      27.113 | 
        35 |   2020/06/01 06:12:03.600 |                 3600 |  0.9924303 |  0.0404768 | -0.0051333 | -0.1158305 |   4.676521 |  -0.046526 | 193.316098 |    0.14629 |   -0.01135 |   -0.08814 |    0.14663 |    0.00271 |    0.08827 |    0.17117 |    0.03355 |   -0.00231 |   -0.02235 |    0.03369 |   -0.00016 |    0.02225 |    2.31346 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.324 |    119.697 |      27.023 | 
        36 |   2020/06/01 06:12:03.700 |                 3700 |  0.9921897 |  0.0415808 | -0.0051870 | -0.1174868 |   4.803057 |  -0.029942 | 193.507338 |    0.14470 |   -0.01135 |   -0.08657 |    0.14500 |    0.00297 |    0.08675 |    0.16900 |    0.03318 |   -0.00231 |   -0.02196 |    0.03331 |   -0.00010 |    0.02187 |    2.28336 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.325 |    119.649 |      26.934 | 
        37 |   2020/06/01 06:12:03.800 |                 3800 |  0.9919481 |  0.0426652 | -0.0052423 | -0.1191242 |   4.927344 |  -0.013475 | 193.696421 |    0.14310 |   -0.01135 |   -0.08499 |    0.14337 |    0.00323 |    0.08523 |    0.16682 |    0.03281 |   -0.00231 |   -0.02156 |    0.03294 |   -0.00003 |    0.02149 |    2.25330 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.327 |    119.601 |      26.846 | 
        38 |   2020/06/01 06:12:03.900 |                 3900 |  0.9917057 |  0.0437301 | -0.0052992 | -0.1207426 |   5.049389 |   0.002849 | 193.883349 |    0.14150 |   -0.01136 |   -0.08342 |    0.14174 |    0.00350 |    0.08371 |    0.16465 |    0.03244 |   -0.00231 |   -0.02117 |    0.03256 |    0.00003 |    0.02111 |    2.22327 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.329 |    119.555 |      26.759 | 
        39 |   2020/06/01 06:12:04.000 |                 4000 |  0.9914627 |  0.0447753 | -0.0053578 | -0.1223422 |   5.169199 |   0.019002 | 194.068122 |    0.13990 |   -0.01138 |   -0.08184 |    0.14010 |    0.00378 |    0.08220 |    0.16248 |    0.03207 |   -0.00232 |   -0.02078 |    0.03218 |    0.00010 |    0.02073 |    2.19328 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.331 |    119.509 |      26.673 | 
        40 |   2020/06/01 06:12:04.100 |                 4100 |  0.9912192 |  0.0458011 | -0.0054182 | -0.1239228 |   5.286776 |   0.034965 | 194.250743 |    0.13830 |   -0.01139 |   -0.08027 |    0.13847 |    0.00405 |    0.08069 |    0.16031 |    0.03170 |   -0.00232 |   -0.02038 |    0.03181 |    0.00016 |    0.02035 |    2.16332 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.333 |    119.463 |      26.587 | 
        41 |   2020/06/01 06:12:04.200 |                 4200 |  0.9909753 |  0.0468073 | -0.0054804 | -0.1254846 |   5.402124 |   0.050721 | 194.431213 |    0.13670 |   -0.01140 |   -0.07870 |    0.13683 |    0.00433 |    0.07918 |    0.15815 |    0.03133 |   -0.00232 |   -0.01999 |    0.03143 |    0.00023 |    0.01997 |    2.13339 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.334 |    119.419 |      26.503 | 
        42 |   2020/06/01 06:12:04.300 |                 4300 |  0.9907313 |  0.0477940 | -0.0055444 | -0.1270274 |   5.515249 |   0.066250 | 194.609533 |    0.13511 |   -0.01142 |   -0.07712 |    0.13520 |    0.00461 |    0.07767 |    0.15599 |    0.03096 |   -0.00233 |   -0.01960 |    0.03105 |    0.00030 |    0.01959 |    2.10349 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.336 |    119.375 |      26.419 | 
        43 |   2020/06/01 06:12:04.400 |                 4400 |  0.9904872 |  0.0487612 | -0.0056102 | -0.1285514 |   5.626155 |   0.081531 | 194.785706 |    0.13351 |   -0.01144 |   -0.07555 |    0.13356 |    0.00489 |    0.07616 |    0.15383 |    0.03059 |   -0.00233 |   -0.01920 |    0.03067 |    0.00036 |    0.01921 |    2.07364 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.338 |    119.331 |      26.336 | 
        44 |   2020/06/01 06:12:04.500 |                 4500 |  0.9902431 |  0.0497089 | -0.0056778 | -0.1300565 |   5.734846 |   0.096546 | 194.959733 |    0.13191 |   -0.01145 |   -0.07398 |    0.13193 |    0.00518 |    0.07465 |    0.15167 |    0.03022 |   -0.00234 |   -0.01881 |    0.03029 |    0.00043 |    0.01883 |    2.04381 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.340 |    119.289 |      26.254 | 
        45 |   2020/06/01 06:12:04.600 |                 4600 |  0.9899994 |  0.0506372 | -0.0057474 | -0.1315428 |   5.841328 |   0.111276 | 195.131615 |    0.13031 |   -0.01148 |   -0.07241 |    0.13029 |    0.00546 |    0.07315 |    0.14952 |    0.02985 |   -0.00234 |   -0.01842 |    0.02992 |    0.00050 |    0.01845 |    2.01403 |  0.0000000 |  0.0000000 |  0.0000000 |  0.0000000 |   0.000000 |   0.000000 |   0.000000 |      0.000000 |      0.000000 |      0.000000 |  1 |  1 |            - |    127.342 |    119.247 |      26.172 | 
