                                                         Time |                                                          Attitude S/C Frame (SAT, J2000) |                                                                   Angular Momentum [Nms] |                                                                 Angular Velocity [rad/s] |                                                                                                                                                 q-Sliding Control | 
      Name |                       UTC |            dt [msec] |       q[0] |       q[1] |       q[2] |       q[3] |   ra [deg] |   de [deg] |   az [deg] |      hb[0] |      hb[1] |      hb[2] |      hi[0] |      hi[1] |      hi[2] |  abs [Nms] |      wb[0] |      wb[1] |      wb[2] |      wi[0] |      wi[1] |      wi[2] | abs [dg/s] |       q[0] |       q[1] |       q[2] |       q[3] |      wb[0] |      wb[1] |      wb[2] |     wb_dot[0] |     wb_dot[1] |     wb_dot[2] |  V |  T |  Error [deg] |  NADIR-SUN |  STact-SUN | STact-Earth | 
       842 |   2020/06/01 06:13:24.300 |                84300 |  0.9227338 |  0.1148444 |  0.3565959 |  0.0906194 |  21.031751 |  39.588692 | 161.137858 |    0.06445 |   -0.03025 |    0.00127 |    0.04276 |    0.04668 |    0.03261 |    0.07121 |    0.01450 |   -0.00655 |   -0.00008 |    0.00941 |    0.01029 |    0.00767 |    0.91180 |  0.9366136 |  0.1197499 |  0.3205392 |  0.0752969 |   0.000188 |  -0.001962 |   0.000129 |      0.000001 |     -0.000018 |      0.000002 |  1 |  1 |            - |    128.612 |     98.993 |      64.038 | 
       843 |   2020/06/01 06:13:24.400 |                84400 |  0.9229199 |  0.1150802 |  0.3562008 |  0.0899764 |  21.016029 |  39.552177 | 161.232629 |    0.06703 |   -0.03178 |    0.00157 |    0.04460 |    0.04882 |    0.03365 |    0.07419 |    0.01508 |   -0.00688 |   -0.00003 |    0.00982 |    0.01076 |    0.00792 |    0.94978 |  0.9366465 |  0.1197394 |  0.3204467 |  0.0752978 |   0.000188 |  -0.001963 |   0.000129 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.613 |     99.011 |      64.006 | 
       844 |   2020/06/01 06:13:24.500 |                84500 |  0.9231141 |  0.1153231 |  0.3557870 |  0.0893081 |  20.999370 |  39.513906 | 161.331294 |    0.06959 |   -0.03330 |    0.00167 |    0.04628 |    0.05098 |    0.03483 |    0.07717 |    0.01566 |   -0.00721 |   -0.00002 |    0.01019 |    0.01124 |    0.00819 |    0.98769 |  0.9366794 |  0.1197290 |  0.3203540 |  0.0752987 |   0.000188 |  -0.001964 |   0.000129 |      0.000001 |     -0.000018 |      0.000002 |  1 |  1 |            - |    128.615 |     99.029 |      63.972 | 
       845 |   2020/06/01 06:13:24.600 |                84600 |  0.9233160 |  0.1155750 |  0.3553543 |  0.0886151 |  20.982073 |  39.473799 | 161.433651 |    0.07214 |   -0.03482 |    0.00166 |    0.04788 |    0.05315 |    0.03609 |    0.08013 |    0.01623 |   -0.00754 |   -0.00004 |    0.01054 |    0.01171 |    0.00849 |    1.02551 |  0.9367124 |  0.1197185 |  0.3202614 |  0.0752996 |   0.000188 |  -0.001964 |   0.000130 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.616 |     99.049 |      63.937 | 
       846 |   2020/06/01 06:13:24.700 |                84700 |  0.9235257 |  0.1158352 |  0.3549028 |  0.0878975 |  20.964060 |  39.431881 | 161.539731 |    0.07469 |   -0.03634 |    0.00189 |    0.04964 |    0.05529 |    0.03716 |    0.08308 |    0.01680 |   -0.00787 |    0.00000 |    0.01093 |    0.01218 |    0.00874 |    1.06310 |  0.9367453 |  0.1197081 |  0.3201687 |  0.0753004 |   0.000188 |  -0.001966 |   0.000130 |      0.000001 |     -0.000018 |      0.000002 |  1 |  1 |            - |    128.617 |     99.068 |      63.901 | 
       847 |   2020/06/01 06:13:24.800 |                84800 |  0.9237430 |  0.1161027 |  0.3544325 |  0.0871549 |  20.945194 |  39.388191 | 161.649602 |    0.07721 |   -0.03786 |    0.00196 |    0.05128 |    0.05744 |    0.03835 |    0.08602 |    0.01737 |   -0.00820 |    0.00000 |    0.01129 |    0.01266 |    0.00902 |    1.10062 |  0.9367783 |  0.1196976 |  0.3200759 |  0.0753013 |   0.000188 |  -0.001966 |   0.000130 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.619 |     99.089 |      63.863 | 
       848 |   2020/06/01 06:13:24.900 |                84900 |  0.9239678 |  0.1163789 |  0.3539433 |  0.0863881 |  20.925712 |  39.342667 | 161.763100 |    0.07973 |   -0.03937 |    0.00201 |    0.05289 |    0.05959 |    0.03954 |    0.08895 |    0.01794 |   -0.00853 |   -0.00000 |    0.01164 |    0.01313 |    0.00931 |    1.13801 |  0.9368113 |  0.1196871 |  0.3199831 |  0.0753022 |   0.000188 |  -0.001968 |   0.000130 |      0.000001 |     -0.000018 |      0.000002 |  1 |  1 |            - |    128.620 |     99.110 |      63.824 | 
       849 |   2020/06/01 06:13:25.000 |                85000 |  0.9242001 |  0.1166627 |  0.3534354 |  0.0855968 |  20.905463 |  39.295353 | 161.880303 |    0.08224 |   -0.04089 |    0.00228 |    0.05464 |    0.06171 |    0.04057 |    0.09187 |    0.01850 |   -0.00886 |    0.00005 |    0.01203 |    0.01360 |    0.00955 |    1.17519 |  0.9368443 |  0.1196766 |  0.3198903 |  0.0753031 |   0.000188 |  -0.001968 |   0.000130 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.622 |     99.132 |      63.783 | 
       850 |   2020/06/01 06:13:25.100 |                85100 |  0.9244396 |  0.1169549 |  0.3529085 |  0.0847813 |  20.884607 |  39.246208 | 162.001094 |    0.08473 |   -0.04240 |    0.00206 |    0.05606 |    0.06387 |    0.04194 |    0.09477 |    0.01906 |   -0.00919 |   -0.00002 |    0.01234 |    0.01407 |    0.00987 |    1.21239 |  0.9368773 |  0.1196661 |  0.3197974 |  0.0753039 |   0.000188 |  -0.001970 |   0.000130 |      0.000001 |     -0.000018 |      0.000002 |  1 |  1 |            - |    128.623 |     99.154 |      63.741 | 
       851 |   2020/06/01 06:13:25.200 |                85200 |  0.9246861 |  0.1172571 |  0.3523626 |  0.0839424 |  20.863398 |  39.195170 | 162.125301 |    0.08721 |   -0.04391 |    0.00221 |    0.05772 |    0.06600 |    0.04304 |    0.09767 |    0.01962 |   -0.00952 |    0.00000 |    0.01270 |    0.01454 |    0.01013 |    1.24933 |  0.9369102 |  0.1196556 |  0.3197044 |  0.0753048 |   0.000188 |  -0.001970 |   0.000130 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.624 |     99.177 |      63.698 | 
       852 |   2020/06/01 06:13:25.300 |                85300 |  0.9249384 |  0.1175613 |  0.3517996 |  0.0830943 |  20.841511 |  39.142302 | 162.251272 |    0.08648 |   -0.04542 |    0.00216 |    0.05691 |    0.06725 |    0.04225 |    0.09771 |    0.01945 |   -0.00986 |   -0.00001 |    0.01252 |    0.01482 |    0.00995 |    1.24923 |  0.9369432 |  0.1196451 |  0.3196114 |  0.0753057 |   0.000189 |  -0.001972 |   0.000131 |      0.000001 |     -0.000018 |      0.000002 |  1 |  1 |            - |    128.626 |     99.200 |      63.654 | 
       853 |   2020/06/01 06:13:25.400 |                85400 |  0.9251943 |  0.1178595 |  0.3512221 |  0.0822619 |  20.819132 |  39.087514 | 162.375846 |    0.08498 |   -0.04693 |    0.00209 |    0.05553 |    0.06829 |    0.04101 |    0.09711 |    0.01910 |   -0.01020 |   -0.00002 |    0.01221 |    0.01505 |    0.00967 |    1.24081 |  0.9369763 |  0.1196346 |  0.3195184 |  0.0753066 |   0.000189 |  -0.001972 |   0.000131 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.627 |     99.222 |      63.611 | 
       854 |   2020/06/01 06:13:25.500 |                85500 |  0.9254538 |  0.1181492 |  0.3506306 |  0.0814475 |  20.796047 |  39.030857 | 162.498834 |    0.08345 |   -0.04845 |    0.00229 |    0.05431 |    0.06931 |    0.03954 |    0.09652 |    0.01875 |   -0.01054 |    0.00003 |    0.01193 |    0.01528 |    0.00932 |    1.23247 |  0.9370093 |  0.1196240 |  0.3194253 |  0.0753075 |   0.000189 |  -0.001974 |   0.000131 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.629 |     99.244 |      63.568 | 
       855 |   2020/06/01 06:13:25.600 |                85600 |  0.9257171 |  0.1184282 |  0.3500252 |  0.0806501 |  20.771927 |  38.972411 | 162.620435 |    0.08192 |   -0.04996 |    0.00255 |    0.05312 |    0.07033 |    0.03802 |    0.09599 |    0.01840 |   -0.01088 |    0.00010 |    0.01167 |    0.01550 |    0.00897 |    1.22475 |  0.9370423 |  0.1196135 |  0.3193321 |  0.0753083 |   0.000189 |  -0.001974 |   0.000131 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.630 |     99.265 |      63.525 | 
       856 |   2020/06/01 06:13:25.700 |                85700 |  0.9259840 |  0.1186984 |  0.3494058 |  0.0798706 |  20.747065 |  38.912097 | 162.740469 |    0.08039 |   -0.05148 |    0.00241 |    0.05166 |    0.07137 |    0.03682 |    0.09549 |    0.01805 |   -0.01123 |    0.00007 |    0.01134 |    0.01574 |    0.00869 |    1.21776 |  0.9370753 |  0.1196029 |  0.3192389 |  0.0753092 |   0.000189 |  -0.001976 |   0.000131 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.631 |     99.286 |      63.483 | 
       857 |   2020/06/01 06:13:25.800 |                85800 |  0.9262547 |  0.1189594 |  0.3487724 |  0.0791086 |  20.721412 |  38.849925 | 162.858966 |    0.07886 |   -0.05300 |    0.00289 |    0.05061 |    0.07238 |    0.03515 |    0.09506 |    0.01769 |   -0.01157 |    0.00019 |    0.01110 |    0.01596 |    0.00830 |    1.21127 |  0.9371084 |  0.1195923 |  0.3191457 |  0.0753101 |   0.000189 |  -0.001976 |   0.000131 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.633 |     99.306 |      63.441 | 
       858 |   2020/06/01 06:13:25.900 |                85900 |  0.9265293 |  0.1192093 |  0.3481251 |  0.0783636 |  20.694665 |  38.785968 | 162.976110 |    0.07733 |   -0.05452 |    0.00288 |    0.04923 |    0.07343 |    0.03385 |    0.09466 |    0.01734 |   -0.01191 |    0.00019 |    0.01079 |    0.01619 |    0.00800 |    1.20555 |  0.9371414 |  0.1195817 |  0.3190524 |  0.0753110 |   0.000189 |  -0.001978 |   0.000131 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.634 |     99.326 |      63.399 | 
       859 |   2020/06/01 06:13:26.000 |                86000 |  0.9268078 |  0.1194495 |  0.3474638 |  0.0776360 |  20.667060 |  38.720162 | 163.091756 |    0.07580 |   -0.05605 |    0.00333 |    0.04816 |    0.07444 |    0.03221 |    0.09433 |    0.01699 |   -0.01225 |    0.00031 |    0.01055 |    0.01642 |    0.00762 |    1.20043 |  0.9371745 |  0.1195711 |  0.3189591 |  0.0753119 |   0.000189 |  -0.001978 |   0.000131 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.635 |     99.346 |      63.358 | 
       860 |   2020/06/01 06:13:26.100 |                86100 |  0.9270904 |  0.1196780 |  0.3467887 |  0.0769251 |  20.638303 |  38.652575 | 163.206083 |    0.07428 |   -0.05758 |    0.00347 |    0.04688 |    0.07549 |    0.03081 |    0.09405 |    0.01664 |   -0.01260 |    0.00035 |    0.01027 |    0.01665 |    0.00729 |    1.19604 |  0.9372075 |  0.1195605 |  0.3188657 |  0.0753128 |   0.000189 |  -0.001980 |   0.000132 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.637 |     99.365 |      63.316 | 
       861 |   2020/06/01 06:13:26.200 |                86200 |  0.9273768 |  0.1198984 |  0.3460993 |  0.0762322 |  20.608918 |  38.583076 | 163.318771 |    0.07276 |   -0.05911 |    0.00343 |    0.04547 |    0.07654 |    0.02954 |    0.09380 |    0.01629 |   -0.01294 |    0.00034 |    0.00995 |    0.01688 |    0.00700 |    1.19234 |  0.9372406 |  0.1195499 |  0.3187723 |  0.0753136 |   0.000189 |  -0.001980 |   0.000132 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.638 |     99.384 |      63.275 | 
       862 |   2020/06/01 06:13:26.300 |                86300 |  0.9276667 |  0.1201110 |  0.3453957 |  0.0755574 |  20.578968 |  38.511647 | 163.429780 |    0.07123 |   -0.06064 |    0.00352 |    0.04415 |    0.07759 |    0.02818 |    0.09361 |    0.01594 |   -0.01329 |    0.00037 |    0.00965 |    0.01712 |    0.00669 |    1.18930 |  0.9372737 |  0.1195393 |  0.3186788 |  0.0753145 |   0.000189 |  -0.001982 |   0.000132 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.640 |     99.402 |      63.235 | 
       863 |   2020/06/01 06:13:26.400 |                86400 |  0.9279605 |  0.1203149 |  0.3446779 |  0.0749003 |  20.548316 |  38.438321 | 163.539194 |    0.06971 |   -0.06217 |    0.00359 |    0.04282 |    0.07864 |    0.02684 |    0.09348 |    0.01559 |   -0.01363 |    0.00039 |    0.00935 |    0.01735 |    0.00638 |    1.18695 |  0.9373067 |  0.1195287 |  0.3185852 |  0.0753154 |   0.000189 |  -0.001982 |   0.000132 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.641 |     99.420 |      63.195 | 
       864 |   2020/06/01 06:13:26.500 |                86500 |  0.9282580 |  0.1205112 |  0.3439458 |  0.0742614 |  20.517131 |  38.363055 | 163.646908 |    0.06819 |   -0.06371 |    0.00351 |    0.04138 |    0.07970 |    0.02562 |    0.09339 |    0.01524 |   -0.01398 |    0.00037 |    0.00903 |    0.01759 |    0.00610 |    1.18529 |  0.9373398 |  0.1195180 |  0.3184916 |  0.0753163 |   0.000189 |  -0.001984 |   0.000132 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.642 |     99.437 |      63.155 | 
       865 |   2020/06/01 06:13:26.600 |                86600 |  0.9285591 |  0.1207008 |  0.3431993 |  0.0736408 |  20.485553 |  38.285815 | 163.752838 |    0.06667 |   -0.06525 |    0.00345 |    0.03996 |    0.08076 |    0.02438 |    0.09335 |    0.01490 |   -0.01433 |    0.00036 |    0.00870 |    0.01783 |    0.00581 |    1.18432 |  0.9373729 |  0.1195074 |  0.3183980 |  0.0753172 |   0.000189 |  -0.001984 |   0.000132 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.644 |     99.453 |      63.116 | 
       866 |   2020/06/01 06:13:26.700 |                86700 |  0.9288638 |  0.1208831 |  0.3424385 |  0.0730386 |  20.453510 |  38.206617 | 163.857024 |    0.06515 |   -0.06678 |    0.00344 |    0.03855 |    0.08183 |    0.02311 |    0.09336 |    0.01455 |   -0.01467 |    0.00036 |    0.00839 |    0.01806 |    0.00552 |    1.18402 |  0.9374060 |  0.1194967 |  0.3183043 |  0.0753181 |   0.000189 |  -0.001986 |   0.000132 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.645 |     99.469 |      63.078 | 
       867 |   2020/06/01 06:13:26.800 |                86800 |  0.9291722 |  0.1210575 |  0.3416633 |  0.0724543 |  20.420897 |  38.125487 | 163.959530 |    0.06363 |   -0.06832 |    0.00353 |    0.03722 |    0.08288 |    0.02177 |    0.09343 |    0.01420 |   -0.01502 |    0.00039 |    0.00809 |    0.01830 |    0.00521 |    1.18441 |  0.9374392 |  0.1194860 |  0.3182106 |  0.0753189 |   0.000189 |  -0.001987 |   0.000132 |      0.000001 |     -0.000010 |      0.000001 |  1 |  1 |            - |    128.646 |     99.484 |      63.040 | 
       868 |   2020/06/01 06:13:26.900 |                86900 |  0.9294846 |  0.1212225 |  0.3408740 |  0.0718875 |  20.387502 |  38.042470 | 164.060481 |    0.06211 |   -0.06986 |    0.00376 |    0.03598 |    0.08394 |    0.02032 |    0.09356 |    0.01385 |   -0.01537 |    0.00045 |    0.00781 |    0.01853 |    0.00487 |    1.18551 |  0.9374723 |  0.1194754 |  0.3181168 |  0.0753198 |   0.000189 |  -0.001987 |   0.000133 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.648 |     99.499 |      63.002 | 
       869 |   2020/06/01 06:13:27.000 |                87000 |  0.9298005 |  0.1213812 |  0.3400701 |  0.0713393 |  20.353777 |  37.957461 | 164.159606 |    0.06059 |   -0.07141 |    0.00323 |    0.03424 |    0.08503 |    0.01945 |    0.09370 |    0.01350 |   -0.01571 |    0.00033 |    0.00741 |    0.01878 |    0.00468 |    1.18729 |  0.9375054 |  0.1194647 |  0.3180230 |  0.0753207 |   0.000190 |  -0.001989 |   0.000133 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.649 |     99.513 |      62.965 | 
       870 |   2020/06/01 06:13:27.100 |                87100 |  0.9301196 |  0.1215364 |  0.3392515 |  0.0708106 |  20.320173 |  37.870357 | 164.256632 |    0.05907 |   -0.07295 |    0.00320 |    0.03282 |    0.08610 |    0.01821 |    0.09392 |    0.01316 |   -0.01606 |    0.00032 |    0.00709 |    0.01902 |    0.00439 |    1.18972 |  0.9375385 |  0.1194540 |  0.3179291 |  0.0753216 |   0.000189 |  -0.001989 |   0.000133 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.651 |     99.527 |      62.929 | 
       871 |   2020/06/01 06:13:27.200 |                87200 |  0.9304424 |  0.1216847 |  0.3384185 |  0.0703002 |  20.286155 |  37.781282 | 164.351878 |    0.05756 |   -0.07449 |    0.00306 |    0.03132 |    0.08717 |    0.01706 |    0.09418 |    0.01281 |   -0.01641 |    0.00029 |    0.00675 |    0.01926 |    0.00413 |    1.19283 |  0.9375717 |  0.1194432 |  0.3178352 |  0.0753225 |   0.000190 |  -0.001991 |   0.000133 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.652 |     99.539 |      62.894 | 
       872 |   2020/06/01 06:13:27.300 |                87300 |  0.9307685 |  0.1218276 |  0.3375709 |  0.0698086 |  20.251954 |  37.690185 | 164.445206 |    0.05604 |   -0.07603 |    0.00286 |    0.02979 |    0.08825 |    0.01595 |    0.09450 |    0.01246 |   -0.01676 |    0.00025 |    0.00640 |    0.01950 |    0.00387 |    1.19661 |  0.9376048 |  0.1194325 |  0.3177412 |  0.0753234 |   0.000190 |  -0.001991 |   0.000133 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.653 |     99.551 |      62.859 | 
       873 |   2020/06/01 06:13:27.400 |                87400 |  0.9310981 |  0.1219654 |  0.3367087 |  0.0693360 |  20.217632 |  37.597051 | 164.536577 |    0.05452 |   -0.07757 |    0.00264 |    0.02824 |    0.08932 |    0.01486 |    0.09485 |    0.01212 |   -0.01711 |    0.00020 |    0.00605 |    0.01974 |    0.00363 |    1.20104 |  0.9376380 |  0.1194218 |  0.3176472 |  0.0753243 |   0.000190 |  -0.001993 |   0.000133 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.655 |     99.562 |      62.825 | 
       874 |   2020/06/01 06:13:27.500 |                87500 |  0.9314310 |  0.1220976 |  0.3358319 |  0.0688822 |  20.183101 |  37.501903 | 164.626041 |    0.05301 |   -0.07912 |    0.00257 |    0.02679 |    0.09040 |    0.01366 |    0.09527 |    0.01177 |   -0.01745 |    0.00019 |    0.00572 |    0.01998 |    0.00335 |    1.20610 |  0.9376711 |  0.1194110 |  0.3175531 |  0.0753251 |   0.000190 |  -0.001993 |   0.000133 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.656 |     99.572 |      62.791 | 
       875 |   2020/06/01 06:13:27.600 |                87600 |  0.9317672 |  0.1222253 |  0.3349405 |  0.0684476 |  20.148533 |  37.404703 | 164.713496 |    0.05149 |   -0.08066 |    0.00207 |    0.02505 |    0.09149 |    0.01280 |    0.09571 |    0.01142 |   -0.01780 |    0.00007 |    0.00532 |    0.02023 |    0.00316 |    1.21187 |  0.9377043 |  0.1194003 |  0.3174590 |  0.0753260 |   0.000190 |  -0.001995 |   0.000133 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.657 |     99.581 |      62.758 | 
       876 |   2020/06/01 06:13:27.700 |                87700 |  0.9321068 |  0.1223478 |  0.3340344 |  0.0680318 |  20.113839 |  37.305473 | 164.798993 |    0.04997 |   -0.08220 |    0.00233 |    0.02380 |    0.09254 |    0.01136 |    0.09623 |    0.01107 |   -0.01815 |    0.00014 |    0.00504 |    0.02046 |    0.00282 |    1.21813 |  0.9377375 |  0.1193895 |  0.3173648 |  0.0753269 |   0.000190 |  -0.001995 |   0.000134 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.659 |     99.589 |      62.726 | 
       877 |   2020/06/01 06:13:27.800 |                87800 |  0.9324501 |  0.1224620 |  0.3331140 |  0.0676339 |  20.078529 |  37.204322 | 164.882819 |    0.04845 |   -0.08374 |    0.00211 |    0.02224 |    0.09362 |    0.01028 |    0.09677 |    0.01073 |   -0.01850 |    0.00009 |    0.00469 |    0.02070 |    0.00258 |    1.22511 |  0.9377707 |  0.1193788 |  0.3172706 |  0.0753278 |   0.000190 |  -0.001997 |   0.000134 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.660 |     99.597 |      62.695 | 
       878 |   2020/06/01 06:13:27.900 |                87900 |  0.9327965 |  0.1225722 |  0.3321789 |  0.0672554 |  20.043266 |  37.101103 | 164.964582 |    0.04694 |   -0.08529 |    0.00179 |    0.02062 |    0.09470 |    0.00929 |    0.09737 |    0.01038 |   -0.01885 |    0.00001 |    0.00432 |    0.02095 |    0.00235 |    1.23271 |  0.9378038 |  0.1193680 |  0.3171763 |  0.0753287 |   0.000190 |  -0.001997 |   0.000134 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.662 |     99.604 |      62.664 | 
       879 |   2020/06/01 06:13:28.000 |                88000 |  0.9331461 |  0.1226783 |  0.3312290 |  0.0668960 |  20.008029 |  36.995823 | 165.044293 |    0.04542 |   -0.08683 |    0.00157 |    0.01905 |    0.09578 |    0.00823 |    0.09800 |    0.01003 |   -0.01919 |   -0.00004 |    0.00396 |    0.02119 |    0.00211 |    1.24089 |  0.9378370 |  0.1193572 |  0.3170820 |  0.0753296 |   0.000190 |  -0.001999 |   0.000134 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.663 |     99.610 |      62.634 | 
       880 |   2020/06/01 06:13:28.100 |                88100 |  0.9334991 |  0.1227783 |  0.3302646 |  0.0665553 |  19.972523 |  36.888548 | 165.122123 |    0.04390 |   -0.08837 |    0.00161 |    0.01765 |    0.09685 |    0.00696 |    0.09869 |    0.00969 |   -0.01954 |   -0.00002 |    0.00365 |    0.02143 |    0.00182 |    1.24958 |  0.9378702 |  0.1193464 |  0.3169876 |  0.0753305 |   0.000190 |  -0.001999 |   0.000134 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.664 |     99.616 |      62.604 | 
       881 |   2020/06/01 06:13:28.200 |                88200 |  0.9338556 |  0.1228707 |  0.3292858 |  0.0662328 |  19.936530 |  36.779327 | 165.198197 |    0.04239 |   -0.08991 |    0.00159 |    0.01621 |    0.09792 |    0.00575 |    0.09942 |    0.00934 |   -0.01989 |   -0.00002 |    0.00332 |    0.02166 |    0.00154 |    1.25888 |  0.9379035 |  0.1193356 |  0.3168932 |  0.0753314 |   0.000190 |  -0.002001 |   0.000134 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.666 |     99.621 |      62.575 | 
       882 |   2020/06/01 06:13:28.300 |                88300 |  0.9342156 |  0.1229557 |  0.3282925 |  0.0659283 |  19.900080 |  36.668151 | 165.272495 |    0.04087 |   -0.09146 |    0.00166 |    0.01482 |    0.09899 |    0.00447 |    0.10019 |    0.00899 |   -0.02024 |   -0.00000 |    0.00301 |    0.02190 |    0.00124 |    1.26872 |  0.9379367 |  0.1193247 |  0.3167988 |  0.0753323 |   0.000190 |  -0.002001 |   0.000134 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.667 |     99.625 |      62.547 | 
       883 |   2020/06/01 06:13:28.400 |                88400 |  0.9345787 |  0.1230364 |  0.3272844 |  0.0656431 |  19.863619 |  36.554925 | 165.344757 |    0.03935 |   -0.09300 |    0.00100 |    0.01297 |    0.10009 |    0.00376 |    0.10099 |    0.00864 |   -0.02059 |   -0.00016 |    0.00258 |    0.02215 |    0.00109 |    1.27930 |  0.9379699 |  0.1193139 |  0.3167042 |  0.0753331 |   0.000190 |  -0.002003 |   0.000135 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.668 |     99.629 |      62.519 | 
       884 |   2020/06/01 06:13:28.500 |                88500 |  0.9349446 |  0.1231143 |  0.3262615 |  0.0653776 |  19.827386 |  36.439598 | 165.414841 |    0.03783 |   -0.09455 |    0.00105 |    0.01156 |    0.10115 |    0.00251 |    0.10184 |    0.00830 |   -0.02093 |   -0.00014 |    0.00226 |    0.02239 |    0.00080 |    1.29019 |  0.9380031 |  0.1193031 |  0.3166097 |  0.0753340 |   0.000190 |  -0.002003 |   0.000135 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.670 |     99.632 |      62.492 | 
       885 |   2020/06/01 06:13:28.600 |                88600 |  0.9353139 |  0.1231856 |  0.3252240 |  0.0651305 |  19.790801 |  36.322298 | 165.483082 |    0.03632 |   -0.09609 |    0.00079 |    0.00995 |    0.10223 |    0.00149 |    0.10273 |    0.00795 |   -0.02128 |   -0.00020 |    0.00190 |    0.02263 |    0.00057 |    1.30170 |  0.9380364 |  0.1192922 |  0.3165150 |  0.0753349 |   0.000190 |  -0.002005 |   0.000135 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.671 |     99.634 |      62.466 | 
       886 |   2020/06/01 06:13:28.700 |                88700 |  0.9356805 |  0.1232526 |  0.3241885 |  0.0648998 |  19.754662 |  36.204966 | 165.549034 |    0.03480 |   -0.09400 |    0.00081 |    0.00920 |    0.09981 |    0.00099 |    0.10024 |    0.00761 |   -0.02082 |   -0.00018 |    0.00174 |    0.02210 |    0.00045 |    1.27026 |  0.9380696 |  0.1192813 |  0.3164204 |  0.0753358 |   0.000190 |  -0.002005 |   0.000135 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.672 |     99.635 |      62.440 | 
       887 |   2020/06/01 06:13:28.800 |                88800 |  0.9360360 |  0.1233141 |  0.3231811 |  0.0646808 |  19.719495 |  36.090764 | 165.612419 |    0.03328 |   -0.09144 |    0.00094 |    0.00861 |    0.09693 |    0.00051 |    0.09731 |    0.00727 |   -0.02026 |   -0.00014 |    0.00162 |    0.02146 |    0.00033 |    1.23312 |  0.9381029 |  0.1192705 |  0.3163256 |  0.0753367 |   0.000191 |  -0.002007 |   0.000135 |      0.000001 |     -0.000019 |      0.000002 |  1 |  1 |            - |    128.674 |     99.637 |      62.415 | 
       888 |   2020/06/01 06:13:28.900 |                88900 |  0.9363805 |  0.1233699 |  0.3222019 |  0.0644734 |  19.685235 |  35.979727 | 165.673280 |    0.03175 |   -0.08889 |    0.00103 |    0.00799 |    0.09406 |    0.00005 |    0.09440 |    0.00694 |   -0.01969 |   -0.00010 |    0.00149 |    0.02082 |    0.00021 |    1.19621 |  0.9381361 |  0.1192596 |  0.3162309 |  0.0753376 |   0.000191 |  -0.002007 |   0.000135 |     -0.000000 |     -0.000001 |      0.000001 |  1 |  1 |            - |    128.675 |     99.638 |      62.391 | 
