-15.96610316;-15.72361325;-15.60049476;-15.50055163;-15.38558137;-15.37433772;-15.36447655;-15.45057557;-15.56216849;-15.6837221;-15.83498719;-15.92547012;-15.96681317;-15.93651216;-15.95532629;-15.81398574;-15.67465869;-15.44670959;-15.27180467;-15.06841424;-14.93052589;-14.7486188;-14.49375759;-14.3298934;-14.21033096;-13.99789025;-13.93380048;-13.80781662;-13.74096628;-13.83991759;-13.88843776;-14.09437193;-14.34854426;-14.60805316;-14.84995956;-15.19178829;-15.48100803;-15.77084041;-16.06141174;-16.31744917;-16.65441518;-16.86508376;-17.03384001;-17.00423335;-16.92380886;-16.85042199;-16.82363331;-16.75099376;-16.79668461;-16.89047531;-16.9304579;-17.00453047;-16.92556426;-16.77842913;-16.64104849;-16.43280191;-16.24153414;-16.05542841;-15.9165323;-15.83616106;-15.81324271
-14.74008604;-14.75893902;-14.86718936;-14.80817228;-14.91309551;-14.97530347;-15.10568409;-15.31312244;-15.54648095;-15.75631148;-15.98331971;-16.07588276;-16.17693492;-16.32318327;-16.3595366;-16.30764482;-16.2908128;-16.12080912;-15.87621775;-15.65785724;-15.43448541;-15.11893128;-14.87369158;-14.57919438;-14.33186447;-14.09724548;-13.90555368;-13.74013895;-13.63048861;-13.57175341;-13.48039562;-13.57556232;-13.60810078;-13.73236025;-13.88642092;-14.05897119;-14.22808145;-14.41259921;-14.67247015;-14.93654205;-15.19712342;-15.44519405;-15.76717238;-15.92912819;-16.03648615;-16.13546129;-16.22279389;-16.27499823;-16.44374252;-16.70765159;-16.99357398;-17.19824676;-17.44452137;-17.43302916;-17.39995127;-17.35778814;-17.12955953;-16.91372776;-16.68359364;-16.54309791;-16.40181864
-12.43586164;-12.50764761;-12.5750849;-12.74918999;-12.90236163;-13.11789188;-13.28010605;-13.56266404;-13.87983308;-14.15072024;-14.45196794;-14.71051466;-14.9720701;-15.24122168;-15.43598288;-15.68930782;-15.8157324;-15.9025972;-15.88408246;-15.75246396;-15.552227;-15.2821184;-15.01444554;-14.75114328;-14.43721102;-14.25754619;-14.07596174;-13.80508561;-13.70936434;-13.52352844;-13.39883401;-13.3211714;-13.34075786;-13.36346345;-13.40757996;-13.51811679;-13.64360213;-13.81216868;-13.99458593;-14.25258614;-14.50310439;-14.83537963;-15.1950693;-15.52004824;-15.84656395;-16.10185128;-16.40780629;-16.67915852;-17.01093226;-17.33620742;-17.85491559;-18.29261986;-18.72764692;-19.05904887;-19.24913755;-19.46586989;-19.39633392;-19.24272134;-19.1510469;-18.82306857;-18.81845731
-10.22756647;-10.26708876;-10.3295206;-10.39164918;-10.55176751;-10.73682807;-10.92713882;-11.14567034;-11.43672752;-11.72538715;-12.0460009;-12.42819021;-12.73790669;-13.18291565;-13.59062878;-13.96561531;-14.38185204;-14.70890857;-14.91549078;-15.00926228;-14.97476782;-14.79841;-14.59067177;-14.34821101;-14.18805128;-13.93239882;-13.73702662;-13.59399458;-13.46855688;-13.35095974;-13.26964628;-13.19366062;-13.28579585;-13.27833447;-13.46347889;-13.60781088;-13.82501687;-14.02908313;-14.33768032;-14.72385784;-15.02251424;-15.33944844;-15.88843678;-16.38631833;-16.93636941;-17.46327384;-17.92224444;-18.44226894;-18.78688122;-19.21029395;-19.68081803;-19.90797736;-20.40892113;-20.90140566;-21.36312951;-21.7335694;-21.90908664;-22.14746329;-22.1797035;-22.26899125;-22.38547973
-8.500889744;-8.514145761;-8.526076904;-8.595799053;-8.684085168;-8.815653327;-8.943428338;-9.09881532;-9.355293023;-9.589006248;-9.92725819;-10.29198888;-10.77443063;-11.20922154;-11.76247907;-12.3420135;-12.82860022;-13.37508132;-13.71752911;-13.99534778;-14.02503208;-13.98963282;-13.7918083;-13.60308795;-13.33769726;-13.22323717;-13.08334493;-12.96050609;-12.90318218;-12.92357681;-12.95800486;-13.05047352;-13.26921146;-13.52029498;-13.91444448;-14.31563732;-14.74173894;-15.2411846;-15.7462642;-16.26350175;-16.70661223;-17.17137968;-17.72574768;-18.31923925;-19.07114669;-19.53779707;-19.89970142;-20.15736247;-20.08109839;-19.96518689;-19.74475786;-19.48832301;-19.23905098;-19.11017434;-18.99693277;-19.06849358;-19.21492962;-19.36032255;-19.57502049;-20.05036784;-20.40758011
-7.182065799;-7.18122753;-7.180039086;-7.192114549;-7.246000419;-7.286119493;-7.406917165;-7.530595712;-7.711865733;-7.947169379;-8.261192726;-8.643282725;-9.073128223;-9.60528346;-10.17100226;-10.86543242;-11.55068706;-12.1922759;-12.69480621;-13.0805126;-13.24759037;-13.16590285;-13.0342569;-12.78043245;-12.60882245;-12.43074486;-12.28151847;-12.21687059;-12.244196;-12.34131208;-12.50353574;-12.81011332;-13.2898848;-13.80716932;-14.54794804;-15.32842151;-16.15494903;-17.08775848;-17.87820426;-18.47540027;-19.04332071;-19.31890678;-19.42809865;-19.5552366;-19.54604174;-19.29527439;-18.91531674;-18.42156582;-18.09483723;-17.81010984;-17.3398797;-16.94751363;-16.49257495;-16.19767942;-15.97877091;-15.89477393;-15.93396122;-16.07811661;-16.22006655;-16.54413786;-16.81825383
-5.986840999;-5.960881899;-5.941379724;-5.933651448;-5.928193314;-5.957931156;-6.026565884;-6.127084388;-6.281038816;-6.480559205;-6.766366601;-7.097421904;-7.532760514;-8.049322959;-8.6393102;-9.367947078;-10.14386736;-10.91347916;-11.60559305;-12.16724494;-12.50103581;-12.52177643;-12.45008334;-12.29641841;-12.13235537;-11.97104941;-11.87470947;-11.79812814;-11.88768472;-12.02111402;-12.29167083;-12.68438548;-13.32766853;-14.00106284;-14.90657246;-15.95552491;-17.00262821;-17.86907561;-18.52208812;-18.7932236;-18.70054216;-18.44001296;-18.05215151;-17.60809787;-17.04438864;-16.53121969;-16.15641147;-15.81900637;-15.55623328;-15.46127154;-15.33025495;-15.17680892;-15.05094174;-14.84940678;-14.76963623;-14.74060602;-14.84140459;-15.00891527;-15.33985157;-15.58895809;-15.90457549
-4.643621246;-4.583395523;-4.518470319;-4.47234748;-4.447285116;-4.468915808;-4.506287949;-4.603585993;-4.755160226;-4.941082257;-5.195291527;-5.51984063;-5.898702107;-6.379931484;-6.976016405;-7.691725691;-8.504909433;-9.347708451;-10.19545533;-10.97927048;-11.47127522;-11.78290301;-11.85355055;-11.86162201;-11.7212379;-11.63326486;-11.64260251;-11.66054427;-11.83200631;-12.06431765;-12.3295121;-12.83936031;-13.43473339;-14.15646091;-14.96028005;-15.75160965;-16.4033128;-16.77370835;-16.87181891;-16.66468218;-16.32965792;-16.01129571;-15.88261516;-15.63810412;-15.33293571;-15.00297575;-14.75684651;-14.67230671;-14.67623922;-14.82393648;-14.98695903;-15.24430114;-15.37270593;-15.56288375;-15.63862405;-15.93554756;-16.19351752;-16.56157158;-17.03107634;-17.48383553;-17.78207424
-3.263506245;-3.178205258;-3.097757015;-3.040546929;-3.016200624;-3.017955459;-3.083293596;-3.164375023;-3.305188069;-3.487946568;-3.718076407;-4.008791851;-4.374748888;-4.83127182;-5.382480003;-6.035146992;-6.810229222;-7.637038769;-8.545123978;-9.364506588;-10.01236871;-10.50388968;-10.80187325;-10.92855887;-10.96861922;-11.09074284;-11.25453149;-11.48724716;-11.86613516;-12.25171682;-12.75291061;-13.37137178;-14.00336494;-14.68589626;-15.23867177;-15.52512926;-15.54746732;-15.25017463;-14.91001737;-14.50617765;-14.27698497;-14.1396665;-14.15004515;-14.26198977;-14.39573231;-14.50875214;-14.69334899;-14.91645619;-15.21815497;-15.73648044;-16.15157595;-16.77861135;-17.29815621;-17.93471026;-18.57060515;-19.31850797;-20.08140495;-21.15419016;-21.99749493;-22.70327039;-23.1665498
-2.191777644;-2.06394233;-1.998471577;-1.909345588;-1.888923381;-1.879376103;-1.917485497;-1.988809156;-2.112682857;-2.268163897;-2.487577553;-2.746467038;-3.060737001;-3.47025097;-3.969143844;-4.575494647;-5.286539477;-6.097220288;-6.934970871;-7.764192689;-8.450387771;-9.0187628;-9.381797305;-9.621668523;-9.818915269;-10.01676952;-10.32184315;-10.80451986;-11.38846056;-12.17222824;-13.13960651;-14.1346913;-15.18549141;-15.85660057;-15.97102186;-15.57564556;-14.76008682;-13.98128566;-13.27831917;-12.83437611;-12.62201592;-12.65463283;-12.96120294;-13.39296001;-13.99769162;-14.67503358;-15.42160348;-16.1445259;-16.9753724;-17.77865918;-18.64545786;-19.49888481;-20.20936957;-20.85795289;-21.41346656;-22.21389544;-22.58853842;-22.67016576;-22.60881229;-22.08292551;-21.7653266
