-1.4741 -1.3583 -1.2636 -1.1876 -1.1339 -1.0926 -1.0955 -1.1362 -1.2184 -1.3304 -1.4829 -1.7038 -1.9988 -2.3649 -2.8151 -3.3846 -4.0622 -4.8367 -5.6859 -6.4756 -7.1855 -7.7301 -8.1297 -8.4044 -8.649 -8.9315 -9.3658 -9.9639 -10.806 -11.905 -13.378 -15.161 -16.93 -17.72 -16.933 -15.366 -13.754 -12.519 -11.61 -11.158 -11.015 -11.17 -11.643 -12.353 -13.31 -14.433 -15.781 -17.218 -18.813 -20.274 -21.421 -22.272 -22.386 -22.02 -21.48 -20.588 -19.947 -19.229 -18.422 -17.934 -17.488
-0.92484 -0.79109 -0.7026 -0.61711 -0.5577 -0.49525 -0.47106 -0.48329 -0.50929 -0.57308 -0.68949 -0.85913 -1.0825 -1.4202 -1.8386 -2.3776 -3.0429 -3.7843 -4.5951 -5.4305 -6.1726 -6.7459 -7.1877 -7.4525 -7.746 -8.0546 -8.5592 -9.2625 -10.29 -11.697 -13.667 -16.304 -19.186 -19.894 -17.317 -14.667 -12.705 -11.335 -10.501 -10.094 -10.087 -10.439 -11.134 -12.107 -13.418 -15.061 -17.077 -19.352 -22.186 -24.046 -24.046 -24.046 -24.046 -24.046 -22.662 -21.058 -19.806 -18.608 -17.743 -17.147 -16.786
-0.38353 -0.28717 -0.19114 -0.11991 -0.059589 -0.0028784 0.03081 0.056797 0.062345 0.040825 -0.034176 -0.15094 -0.34497 -0.62521 -1.0046 -1.5136 -2.1263 -2.8852 -3.7068 -4.5121 -5.2626 -5.8827 -6.3546 -6.6864 -7.0003 -7.4148 -8.0174 -8.8676 -10.109 -11.841 -14.331 -18.071 -22.023 -20.203 -16.208 -13.42 -11.487 -10.303 -9.6172 -9.4742 -9.6952 -10.317 -11.405 -12.936 -14.944 -17.658 -20.998 -24.046 -24.046 -24.046 -24.046 -24.046 -24.046 -24.046 -24.046 -22.995 -21.553 -20.31 -19.335 -18.776 -18.601
0.062925 0.15149 0.23547 0.31352 0.3792 0.40826 0.47565 0.50473 0.52576 0.55281 0.51438 0.42524 0.27507 0.031156 -0.30346 -0.78756 -1.3921 -2.094 -2.8942 -3.6923 -4.4592 -5.074 -5.5393 -5.9114 -6.2497 -6.7296 -7.4036 -8.3942 -9.8025 -11.767 -14.743 -19.143 -22.793 -18.802 -14.75 -12.162 -10.545 -9.5517 -9.1425 -9.2356 -9.7703 -10.818 -12.512 -14.909 -18.24 -23.289 -24.046 -22.859 -19.813 -18.028 -17.255 -17.176 -17.57 -18.197 -18.972 -19.403 -19.522 -19.238 -18.785 -18.777 -19.041
0.44503 0.54103 0.62209 0.67992 0.73393 0.76779 0.82175 0.8591 0.90761 0.93613 0.9317 0.87775 0.74827 0.52343 0.21197 -0.25 -0.8344 -1.5237 -2.2981 -3.0909 -3.8221 -4.4123 -4.853 -5.2049 -5.5814 -6.0711 -6.7989 -7.8407 -9.3386 -11.507 -14.639 -18.893 -20.427 -16.597 -13.295 -11.102 -9.7172 -8.9518 -8.7294 -9.0594 -9.904 -11.288 -13.396 -16.346 -19.858 -21.2 -18.662 -16.138 -14.535 -13.698 -13.481 -13.67 -14.339 -15.287 -16.374 -17.433 -18.106 -18.432 -18.38 -18.453 -18.678
0.92852 1.0236 1.0909 1.126 1.1466 1.1702 1.1898 1.1996 1.2415 1.2688 1.2892 1.2461 1.1423 0.94405 0.61993 0.16381 -0.42048 -1.1294 -1.9058 -2.688 -3.3734 -3.9391 -4.342 -4.6575 -5.0329 -5.5324 -6.2935 -7.3735 -8.9394 -11.166 -14.259 -17.876 -18.631 -15.487 -12.561 -10.663 -9.501 -8.9066 -8.8668 -9.3973 -10.484 -12.168 -14.44 -16.909 -17.861 -16.424 -14.422 -12.898 -12 -11.621 -11.701 -12.293 -13.179 -14.469 -15.897 -17.391 -18.647 -19.386 -19.77 -19.969 -20.304
1.5435 1.6415 1.6934 1.7017 1.6877 1.6506 1.6227 1.5989 1.5924 1.6177 1.6215 1.5968 1.4911 1.2874 0.95746 0.48072 -0.12297 -0.86001 -1.6536 -2.4319 -3.1028 -3.6095 -3.9779 -4.2784 -4.6359 -5.1953 -6.0134 -7.2154 -8.8615 -11.154 -14.213 -17.3 -17.167 -14.487 -12.22 -10.645 -9.7292 -9.3977 -9.6185 -10.415 -11.775 -13.569 -15.51 -16.089 -14.896 -13.185 -11.748 -10.867 -10.418 -10.521 -11.018 -11.983 -13.247 -14.982 -16.939 -19.07 -20.634 -21.384 -21.36 -21.19 -21.315
2.1446 2.2271 2.2677 2.2471 2.1955 2.1099 2.0295 1.9646 1.9306 1.9309 1.9258 1.8982 1.795 1.5854 1.235 0.74037 0.091867 -0.68278 -1.4886 -2.2645 -2.8786 -3.3379 -3.6666 -3.9372 -4.3231 -4.9136 -5.8423 -7.1291 -8.936 -11.318 -14.229 -16.368 -15.642 -13.494 -11.69 -10.555 -10.039 -10.044 -10.602 -11.673 -13.11 -14.328 -14.438 -13.279 -11.813 -10.569 -9.6737 -9.2592 -9.2539 -9.6716 -10.434 -11.607 -13.09 -14.935 -16.795 -18.383 -19.213 -19.13 -18.976 -18.658 -18.495
2.5821 2.6508 2.6563 2.6117 2.5203 2.3886 2.2675 2.1657 2.1134 2.1051 2.108 2.0903 1.9911 1.7892 1.4208 0.89205 0.19854 -0.59665 -1.4332 -2.1842 -2.7358 -3.1028 -3.3428 -3.6003 -4.0292 -4.7119 -5.7561 -7.2165 -9.215 -11.661 -14.134 -14.868 -13.58 -11.884 -10.728 -10.104 -10.028 -10.422 -11.303 -12.51 -13.543 -13.627 -12.617 -11.172 -9.9886 -9.1762 -8.7384 -8.6639 -8.9904 -9.6491 -10.668 -11.975 -13.508 -15.068 -16.446 -17.225 -17.586 -17.498 -17.545 -17.533 -17.596
2.9195 2.9552 2.9355 2.8559 2.7071 2.5403 2.3757 2.2409 2.1618 2.1539 2.1695 2.177 2.0899 1.8828 1.4928 0.92535 0.18521 -0.66996 -1.5428 -2.2643 -2.7362 -2.9866 -3.1699 -3.425 -3.8844 -4.6991 -5.8581 -7.4625 -9.5588 -11.826 -13.242 -12.817 -11.516 -10.308 -9.6236 -9.4662 -9.813 -10.644 -11.905 -13.169 -13.634 -12.821 -11.544 -10.294 -9.4998 -9.0382 -9.0153 -9.3073 -9.9765 -10.952 -12.151 -13.343 -14.491 -15.427 -15.87 -16.107 -16.332 -16.556 -17.008 -17.643 -18.146
3.2035 3.2077 3.1513 3.0221 2.8393 2.6184 2.4054 2.2346 2.1453 2.1303 2.1715 2.1839 2.1176 1.8848 1.4647 0.84221 0.021994 -0.9233 -1.8397 -2.5577 -2.9533 -3.0966 -3.2034 -3.4498 -3.9642 -4.8624 -6.1885 -7.8985 -9.8241 -11.315 -11.53 -10.685 -9.6327 -8.9286 -8.757 -9.0679 -9.9448 -11.301 -12.978 -14.077 -13.765 -12.301 -10.92 -9.9907 -9.5881 -9.5899 -10.006 -10.778 -11.824 -12.968 -13.873 -14.233 -14.209 -14.008 -13.84 -13.82 -13.958 -14.275 -14.849 -15.527 -16.382
3.3935 3.3837 3.2839 3.1178 2.8909 2.622 2.3665 2.1768 2.0836 2.0788 2.1305 2.1643 2.0966 1.843 1.3711 0.66757 -0.27076 -1.3302 -2.3409 -3.0714 -3.3731 -3.3891 -3.3879 -3.6181 -4.1938 -5.1563 -6.5593 -8.1822 -9.6149 -10.146 -9.664 -8.8273 -8.1558 -7.9061 -8.1417 -8.9441 -10.329 -12.311 -14.426 -15.087 -13.666 -11.836 -10.551 -9.9356 -9.9247 -10.303 -11.131 -12.075 -13.108 -13.601 -13.5 -13.043 -12.586 -12.482 -12.471 -12.698 -12.983 -13.325 -13.742 -14.248 -14.732
3.5303 3.5018 3.3818 3.1652 2.8931 2.5989 2.3102 2.0873 1.9875 2.0074 2.0775 2.1277 2.0484 1.773 1.2429 0.44316 -0.6317 -1.8513 -2.9871 -3.7295 -3.9118 -3.7539 -3.6682 -3.8546 -4.4416 -5.4248 -6.762 -8.0904 -8.9545 -8.8828 -8.2645 -7.6168 -7.3146 -7.466 -8.1545 -9.5068 -11.588 -14.475 -16.919 -15.937 -13.384 -11.41 -10.349 -10.074 -10.307 -11.064 -11.953 -12.764 -13.098 -12.676 -12.007 -11.492 -11.264 -11.458 -11.896 -12.397 -12.869 -13.167 -13.338 -13.532 -13.865
3.7263 3.6973 3.5609 3.3243 3.008 2.6559 2.3256 2.0738 1.9623 1.9688 2.0473 2.1083 2.0211 1.7281 1.1377 0.24308 -0.94738 -2.3328 -3.6142 -4.4222 -4.4855 -4.1961 -3.976 -4.1294 -4.6828 -5.6271 -6.8395 -7.8983 -8.322 -8.049 -7.5009 -7.1421 -7.1731 -7.6811 -8.868 -10.799 -13.718 -17.368 -18.171 -15.047 -12.391 -10.857 -10.288 -10.358 -10.97 -11.739 -12.401 -12.408 -11.878 -11.121 -10.486 -10.284 -10.5 -11.184 -12.019 -12.91 -13.504 -13.486 -13.13 -12.873 -12.715
4.0505 4.0322 3.8874 3.6374 3.2935 2.8952 2.5182 2.2116 2.0494 2.0469 2.1103 2.1523 2.0613 1.7407 1.1131 0.14907 -1.1302 -2.6077 -4.0248 -4.8613 -4.9153 -4.5615 -4.3323 -4.4763 -5.0328 -5.998 -7.0937 -7.9173 -8.1782 -7.8394 -7.4809 -7.4165 -7.7592 -8.758 -10.332 -12.631 -15.305 -16.133 -14.115 -11.951 -10.459 -9.8055 -9.7659 -10.242 -11.043 -11.72 -11.819 -11.22 -10.356 -9.6138 -9.1997 -9.2339 -9.7578 -10.669 -11.782 -12.734 -13.025 -12.629 -11.933 -11.45 -11.236
4.384 4.3877 4.2508 3.9934 3.6369 3.2115 2.7873 2.4266 2.2146 2.1545 2.1814 2.2023 2.0948 1.7499 1.1183 0.14109 -1.1441 -2.6537 -4.1012 -4.9718 -5.1017 -4.831 -4.6679 -4.882 -5.4949 -6.4567 -7.5393 -8.2883 -8.4098 -8.1931 -7.9988 -8.1564 -8.8232 -10.041 -11.695 -13.115 -13.243 -12.151 -10.672 -9.5758 -9.0223 -9.0555 -9.5912 -10.471 -11.463 -11.833 -11.282 -10.245 -9.2647 -8.5923 -8.3829 -8.6598 -9.3745 -10.472 -11.803 -12.943 -13.154 -12.483 -11.578 -11.004 -10.673
4.652 4.6645 4.5449 4.2932 3.937 3.503 3.0523 2.6502 2.3851 2.2546 2.2317 2.1963 2.0533 1.7036 1.0688 0.096407 -1.1619 -2.5878 -3.9062 -4.7174 -4.8926 -4.779 -4.7732 -5.1088 -5.8489 -6.9079 -8.0025 -8.7448 -8.9992 -8.9538 -9.0416 -9.5599 -10.531 -11.823 -12.522 -12.022 -10.77 -9.447 -8.5504 -8.1475 -8.2945 -8.948 -10.053 -11.381 -12.351 -12.149 -10.94 -9.6119 -8.5764 -8.0713 -8.0153 -8.3998 -9.2285 -10.318 -11.533 -12.502 -12.68 -11.955 -11.133 -10.632 -10.55
4.781 4.8051 4.6975 4.4657 4.1238 3.6951 3.2301 2.802 2.4838 2.2964 2.1964 2.1082 1.9156 1.5258 0.87588 -0.049865 -1.2234 -2.4871 -3.5438 -4.1804 -4.3593 -4.3794 -4.5558 -5.0435 -5.8879 -7.0184 -8.2085 -9.0952 -9.5578 -9.8403 -10.351 -11.283 -12.413 -13.097 -12.244 -10.58 -8.9776 -7.9576 -7.4081 -7.5592 -8.1669 -9.3014 -10.849 -12.135 -12.332 -11.201 -9.7355 -8.4865 -7.7371 -7.4185 -7.5724 -8.1419 -9.0127 -10.14 -11.275 -12.158 -12.101 -11.439 -10.668 -10.136 -10.016
4.7158 4.7494 4.6597 4.4397 4.1096 3.6858 3.2286 2.7824 2.4334 2.1904 2.0186 1.8564 1.6017 1.1697 0.51468 -0.37309 -1.4196 -2.4283 -3.1471 -3.4937 -3.6083 -3.7353 -4.0462 -4.692 -5.6685 -6.9052 -8.1751 -9.2502 -9.9715 -10.656 -11.617 -13.01 -14.25 -13.751 -11.635 -9.552 -8.0317 -7.1832 -6.9794 -7.3732 -8.2965 -9.6026 -10.915 -11.475 -10.76 -9.4927 -8.2676 -7.3995 -6.9384 -6.9031 -7.257 -7.9522 -8.9087 -10.031 -11.093 -11.722 -11.663 -10.902 -10.087 -9.5066 -9.3019
4.4698 4.5078 4.4264 4.2136 3.8863 3.4671 3.0078 2.5538 2.1865 1.9123 1.7069 1.4938 1.1779 0.70629 0.062442 -0.74434 -1.5745 -2.2389 -2.5943 -2.7179 -2.7559 -2.9494 -3.4047 -4.2018 -5.3062 -6.6323 -8.0256 -9.2169 -10.103 -10.951 -12.022 -13.317 -14.127 -13.136 -11.045 -9.1229 -7.8384 -7.1931 -7.1572 -7.6519 -8.5972 -9.5667 -10.099 -9.7824 -8.8416 -7.8197 -7.0461 -6.5606 -6.4602 -6.7243 -7.2596 -8.1358 -9.2781 -10.509 -11.578 -12.127 -11.783 -10.872 -9.838 -9.0225 -8.5839
4.0651 4.1019 4.0093 3.792 3.4695 3.0456 2.5859 2.1439 1.7802 1.5208 1.2944 1.0563 0.7137 0.24605 -0.37061 -1.0301 -1.5955 -1.912 -1.9577 -1.884 -1.8961 -2.1588 -2.7425 -3.67 -4.9323 -6.398 -7.8866 -9.1048 -9.9918 -10.707 -11.561 -12.407 -12.784 -12.116 -10.624 -9.2202 -8.2049 -7.7278 -7.7796 -8.1846 -8.7714 -9.0964 -8.845 -8.0519 -7.1776 -6.4525 -6.0345 -5.9417 -6.1671 -6.6702 -7.4835 -8.4755 -9.702 -10.81 -11.611 -11.741 -11.171 -10.182 -9.1344 -8.2703 -7.7237
3.5188 3.5375 3.4394 3.2009 2.8409 2.394 1.9185 1.4965 1.1775 0.96834 0.79965 0.5861 0.27977 -0.15478 -0.68726 -1.1448 -1.4393 -1.4559 -1.2929 -1.1345 -1.1629 -1.4901 -2.1756 -3.2499 -4.6365 -6.2409 -7.7451 -8.9529 -9.623 -10.007 -10.383 -10.788 -11.105 -11.013 -10.357 -9.5113 -8.8678 -8.499 -8.5564 -8.7363 -8.8046 -8.4638 -7.737 -6.7992 -6.0349 -5.4992 -5.3257 -5.4961 -5.9451 -6.6341 -7.6107 -8.6723 -9.8222 -10.747 -11.066 -10.785 -10.055 -9.2006 -8.3039 -7.4701 -6.9419
2.849 2.8696 2.731 2.4432 2.0313 1.5349 1.056 0.65076 0.41597 0.3098 0.23752 0.1136 -0.11734 -0.45256 -0.81239 -1.0655 -1.0889 -0.89738 -0.63264 -0.44158 -0.53176 -0.92426 -1.719 -2.8985 -4.4454 -6.1913 -7.7907 -8.8833 -9.2911 -9.3257 -9.3569 -9.5501 -9.8336 -10.049 -10.048 -9.7165 -9.4152 -9.2007 -9.0756 -8.9298 -8.5796 -7.9035 -6.9813 -6.0906 -5.3963 -5.0004 -4.9651 -5.2594 -5.8722 -6.7146 -7.7001 -8.7466 -9.7294 -10.239 -10.21 -9.6733 -8.9711 -8.319 -7.5963 -6.9826 -6.5372
2.1276 2.1204 1.9516 1.6095 1.1254 0.58269 0.085667 -0.2694 -0.39423 -0.35535 -0.26541 -0.2476 -0.33212 -0.50814 -0.67443 -0.70456 -0.53182 -0.24122 0.058401 0.20232 0.069928 -0.41925 -1.2857 -2.5848 -4.2877 -6.2478 -8.0605 -9.0875 -9.1625 -8.7959 -8.479 -8.4456 -8.5952 -8.9005 -9.1969 -9.3341 -9.3729 -9.2698 -9.1587 -8.8474 -8.3638 -7.6117 -6.7127 -5.845 -5.1899 -4.8704 -4.8649 -5.2345 -5.8426 -6.6638 -7.5876 -8.498 -9.2473 -9.4222 -9.0984 -8.5668 -8.0362 -7.564 -7.1334 -6.7326 -6.469
1.3894 1.3535 1.1288 0.74979 0.21098 -0.36439 -0.86383 -1.1065 -1.0789 -0.83792 -0.57012 -0.36841 -0.2977 -0.29472 -0.28097 -0.14464 0.12626 0.45327 0.72388 0.79092 0.58787 0.017589 -0.97536 -2.4093 -4.3105 -6.5623 -8.6523 -9.6192 -9.1955 -8.3437 -7.6517 -7.2855 -7.25 -7.3843 -7.6889 -7.983 -8.2461 -8.4529 -8.5127 -8.3964 -7.9953 -7.3846 -6.5122 -5.688 -5.0402 -4.7047 -4.6645 -4.9067 -5.4293 -6.1157 -6.9074 -7.615 -8.0753 -8.0701 -7.7322 -7.3143 -6.9405 -6.7259 -6.5643 -6.471 -6.4292
0.58865 0.50805 0.2492 -0.18428 -0.7456 -1.3111 -1.6783 -1.7566 -1.5042 -1.0506 -0.57948 -0.2266 -0.0095633 0.14105 0.27222 0.51007 0.79789 1.0818 1.2735 1.2515 0.95023 0.28903 -0.81311 -2.3975 -4.5428 -7.1364 -9.491 -10.109 -8.9576 -7.535 -6.5258 -5.9171 -5.6812 -5.7239 -5.9577 -6.3592 -6.8204 -7.3163 -7.7493 -7.9546 -7.8107 -7.2095 -6.3981 -5.4823 -4.735 -4.2796 -4.1138 -4.2066 -4.5907 -5.1142 -5.761 -6.348 -6.7222 -6.7425 -6.5528 -6.2796 -6.0805 -5.9884 -6.0276 -6.1417 -6.3422
-0.039109 -0.1992 -0.52579 -0.96071 -1.4794 -1.8832 -2.0257 -1.8413 -1.3681 -0.7415 -0.19066 0.26505 0.56814 0.78423 0.98494 1.1984 1.4313 1.6234 1.6871 1.544 1.1094 0.31614 -0.94271 -2.7248 -5.1509 -8.1573 -10.556 -10.045 -7.9888 -6.2524 -5.0791 -4.3842 -4.0503 -4.0543 -4.3424 -4.8186 -5.5153 -6.3101 -7.0863 -7.6426 -7.666 -7.0562 -5.9961 -4.9469 -4.0916 -3.5257 -3.2564 -3.2621 -3.5192 -3.9781 -4.5488 -5.1073 -5.5207 -5.6414 -5.5788 -5.4325 -5.336 -5.3005 -5.4155 -5.6201 -5.9559
-0.23099 -0.48798 -0.81736 -1.1834 -1.4978 -1.6569 -1.5348 -1.1567 -0.59534 0.026665 0.57867 1.0268 1.3279 1.5409 1.6912 1.8365 1.9467 1.9932 1.9116 1.5995 1.0178 0.044832 -1.3931 -3.4315 -6.1759 -9.4458 -10.85 -8.9066 -6.4879 -4.7143 -3.5963 -2.9568 -2.6995 -2.7668 -3.1382 -3.7682 -4.6652 -5.7258 -6.8166 -7.5235 -7.4481 -6.4802 -5.1986 -4.0122 -3.095 -2.484 -2.1884 -2.1816 -2.4323 -2.8984 -3.5106 -4.0798 -4.5622 -4.8276 -4.8894 -4.8411 -4.7643 -4.7143 -4.7666 -4.9307 -5.2509
0.24339 -0.031284 -0.29073 -0.49906 -0.61219 -0.55397 -0.30043 0.10542 0.60575 1.1113 1.5665 1.9143 2.1482 2.2875 2.3512 2.3641 2.3291 2.2065 1.9228 1.4323 0.62122 -0.56568 -2.277 -4.657 -7.8419 -10.807 -10.081 -7.2155 -4.8761 -3.2931 -2.3079 -1.7749 -1.6166 -1.8002 -2.3141 -3.1283 -4.2309 -5.545 -6.8436 -7.5327 -7.0198 -5.6832 -4.2081 -2.9754 -2.0694 -1.4871 -1.2337 -1.2643 -1.5531 -2.0411 -2.6589 -3.2877 -3.7957 -4.1325 -4.2701 -4.2575 -4.1754 -4.0466 -4.0034 -4.0878 -4.3315
1.2983 1.0798 0.92874 0.84966 0.86617 1.0051 1.2622 1.5974 1.9526 2.3066 2.601 2.8254 2.9496 2.9692 2.9153 2.7833 2.5669 2.2624 1.7628 1.0265 -0.022704 -1.5082 -3.5759 -6.3884 -9.7867 -11 -8.3558 -5.5232 -3.4922 -2.1587 -1.3382 -0.96254 -0.95224 -1.2937 -1.9511 -2.941 -4.2522 -5.7687 -7.0745 -7.3561 -6.2914 -4.6675 -3.1621 -1.9742 -1.1517 -0.6446 -0.47059 -0.53914 -0.88576 -1.4268 -2.0661 -2.7152 -3.228 -3.5905 -3.7728 -3.7709 -3.6081 -3.421 -3.2757 -3.2593 -3.401
2.5099 2.3737 2.3068 2.3124 2.3904 2.5441 2.7558 2.9883 3.2184 3.4219 3.5801 3.666 3.664 3.5731 3.386 3.1092 2.7305 2.2081 1.4865 0.50572 -0.8477 -2.6793 -5.1639 -8.35 -10.846 -9.4299 -6.4134 -4.0309 -2.3868 -1.2829 -0.64936 -0.43145 -0.57417 -1.0723 -1.9074 -3.0834 -4.5999 -6.2445 -7.3719 -7.0842 -5.5539 -3.8187 -2.345 -1.2431 -0.48316 -0.065892 0.050599 -0.10223 -0.46297 -1.0095 -1.6492 -2.252 -2.7625 -3.0851 -3.2673 -3.2187 -3.0645 -2.8259 -2.6484 -2.5757 -2.6602
3.6374 3.5692 3.5624 3.6086 3.7158 3.8578 4.0178 4.1755 4.3011 4.3936 4.4225 4.389 4.2698 4.0573 3.7452 3.3248 2.7865 2.0741 1.1427 -0.086908 -1.7183 -3.8528 -6.5311 -9.1483 -9.3203 -6.9879 -4.5664 -2.727 -1.437 -0.59148 -0.16931 -0.11626 -0.41813 -1.0556 -2.0507 -3.3934 -5.0035 -6.6033 -7.2624 -6.4092 -4.7042 -3.0197 -1.653 -0.6511 0.019346 0.36108 0.42521 0.25838 -0.13706 -0.65371 -1.2375 -1.7947 -2.2342 -2.5182 -2.6538 -2.622 -2.4512 -2.2246 -2.0462 -1.9527 -1.9885
