       1517310586079|        1517310586893 |                 2000 |   4959.6 |  -2.1
       1517310588052|        1517310588864 |                 4000 |   4919.5 |  -2.1
       1517310590037|        1517310590849 |                 6000 |   4879.5 |  -2.0
       1517310592094|        1517310592904 |                 8000 |   4838.1 |  -2.1
       1517310594077|        1517310594884 |                10000 |   4799.0 |  -1.9
       1517310596071|        1517310596880 |                12000 |   4759.6 |  -1.9
       1517310598063|        1517310598867 |                14000 |   4720.6 |  -2.1
       1517310600051|        1517310600859 |                16000 |   4682.0 |  -2.1
       1517310602041|        1517310602847 |                18000 |   4643.8 |  -1.8
       1517310604095|        1517310604901 |                20000 |   4604.3 |  -1.9
       1517310606086|        1517310606891 |                22000 |   4566.7 |  -2.0
       1517310608069|        1517310608871 |                24000 |   4529.4 |  -2.0
       1517310610061|        1517310610864 |                26000 |   4492.0 |  -1.9
       1517310612052|        1517310612855 |                28000 |   4455.2 |  -1.9
       1517310614108|        1517310614910 |                30000 |   4417.4 |  -1.9
       1517310616093|        1517310616894 |                32000 |   4381.2 |  -1.9
       1517310618083|        1517310618883 |                34000 |   4345.0 |  -1.9
       1517310620080|        1517310620879 |                36000 |   4309.2 |  -1.8
       1517310622064|        1517310622859 |                38000 |   4273.8 |  -1.8
       1517310624050|        1517310624848 |                40000 |   4238.8 |  -1.9
       1517310626107|        1517310626904 |                42000 |   4202.7 |  -1.7
       1517310628098|        1517310628891 |                44000 |   4168.1 |  -1.7
       1517310630087|        1517310630883 |                46000 |   4133.8 |  -1.8
       1517310632082|        1517310632873 |                48000 |   4099.8 |  -1.7
       1517310634072|        1517310634866 |                50000 |   4066.3 |  -1.7
       1517310636068|        1517310636861 |                52000 |   4032.7 |  -1.7
       1517310638055|        1517310638848 |                54000 |   3999.6 |  -1.8
       1517310640115|        1517310640906 |                56000 |   3965.7 |  -1.8
       1517310642103|        1517310642890 |                58000 |   3933.1 |  -1.7
       1517310644094|        1517310644884 |                60000 |   3900.6 |  -1.7
       1517310646081|        1517310646868 |                62000 |   3868.6 |  -1.8
