
       1517321702726|        1517321703230 |                 2000 |   4957.7 |  -2.2
       1517321704702|        1517321705205 |                 4000 |   4916.3 |  -2.0
       1517321706692|        1517321707196 |                 6000 |   4875.2 |  -1.9
       1517321708693|        1517321709198 |                 8000 |   4833.7 |  -2.2
       1517321710681|        1517321711186 |                10000 |   4793.3 |  -2.0
       1517321712675|        1517321713179 |                12000 |   4752.6 |  -2.1
       1517321714673|        1517321715178 |                14000 |   4712.2 |  -2.0
       1517321716726|        1517321717230 |                16000 |   4671.4 |  -2.0
       1517321718721|        1517321719227 |                18000 |   4631.9 |  -2.0
       1517321720701|        1517321721207 |                20000 |   4593.2 |  -2.0
       1517321722701|        1517321723207 |                22000 |   4554.5 |  -2.0
       1517321724697|        1517321725203 |                24000 |   4515.9 |  -2.0
       1517321726687|        1517321727191 |                26000 |   4478.2 |  -1.9
       1517321728682|        1517321729189 |                28000 |   4440.9 |  -1.8
       1517321730676|        1517321731180 |                30000 |   4403.7 |  -1.9
       1517321732735|        1517321733240 |                32000 |   4365.4 |  -1.9
       1517321734729|        1517321735235 |                34000 |   4329.0 |  -1.9
       1517321736713|        1517321737220 |                36000 |   4292.6 |  -1.8
       1517321738697|        1517321739205 |                38000 |   4256.5 |  -2.0
       1517321740697|        1517321741201 |                40000 |   4220.8 |  -1.8
       1517321742687|        1517321743194 |                42000 |   4185.4 |  -1.8
       1517321744684|        1517321745189 |                44000 |   4149.7 |  -1.7
       1517321746680|        1517321747188 |                46000 |   4114.3 |  -1.9
       1517321748671|        1517321749177 |                48000 |   4079.6 |  -1.7
       1517321750668|        1517321751177 |                50000 |   4044.6 |  -1.9
       1517321752736|        1517321753244 |                52000 |   4009.1 |  -1.7
       1517321754739|        1517321755245 |                54000 |   3974.8 |  -1.7
       1517321756733|        1517321757242 |                56000 |   3940.4 |  -1.8
       1517321758717|        1517321759226 |                58000 |   3906.6 |  -1.7
       1517321760709|        1517321761219 |                60000 |   3873.1 |  -1.7
       1517321762709|        1517321763215 |                62000 |   3839.7 |  -1.7
       1517321764701|        1517321765211 |                64000 |   3806.3 |  -1.8
       1517321766693|        1517321767199 |                66000 |   3772.9 |  -1.7
       1517321768684|        1517321769194 |                68000 |   3740.2 |  -1.6
       1517321770679|        1517321771187 |                70000 |   3707.1 |  -1.6
       1517321772667|        1517321773178 |                72000 |   3674.4 |  -1.7
       1517321774724|        1517321775235 |                74000 |   3640.4 |  -1.7
       1517321776713|        1517321777223 |                76000 |   3608.0 |  -1.6
       1517321778693|        1517321779204 |                78000 |   3576.0 |  -1.6
       1517321780681|        1517321781191 |                80000 |   3543.9 |  -1.6
       1517321782669|        1517321783181 |                82000 |   3512.1 |  -1.6
       1517321784669|        1517321785181 |                84000 |   3480.4 |  -1.6
       1517321786733|        1517321787241 |                86000 |   3448.3 |  -1.6
       1517321788729|        1517321789241 |                88000 |   3417.0 |  -1.6
       1517321790725|        1517321791233 |                90000 |   3386.1 |  -1.5
       1517321792713|        1517321793226 |                92000 |   3355.5 |  -1.5
       1517321794702|        1517321795215 |                94000 |   3325.4 |  -1.6
       1517321796688|        1517321797201 |                96000 |   3295.1 |  -1.6
       1517321798691|        1517321799204 |                98000 |   3264.9 |  -1.6
       1517321800677|        1517321801191 |               100000 |   3234.7 |  -1.5
       1517321802731|        1517321803244 |               102000 |   3203.7 |  -1.5
       1517321804727|        1517321805241 |               104000 |   3173.9 |  -1.5
       1517321806721|        1517321807234 |               106000 |   3144.2 |  -1.5
       1517321808721|        1517321809235 |               108000 |   3114.9 |  -1.5
       1517321810717|        1517321811230 |               110000 |   3085.6 |  -1.5
       1517321812707|        1517321813220 |               112000 |   3056.8 |  -1.5
       1517321814691|        1517321815206 |               114000 |   3028.5 |  -1.4
       1517321816685|        1517321817198 |               116000 |   3000.1 |  -1.4
       1517321818681|        1517321819196 |               118000 |   2971.6 |  -1.5
       1517321820678|        1517321821189 |               120000 |   2943.5 |  -1.4
       1517321822661|        1517321823177 |               122000 |   2915.6 |  -1.4
       1517321824665|        1517321825177 |               124000 |   2887.6 |  -1.4
       1517321826724|        1517321827237 |               126000 |   2858.9 |  -1.4
       1517321828722|        1517321829238 |               128000 |   2831.1 |  -1.4
       1517321830708|        1517321831221 |               130000 |   2803.7 |  -1.4
       1517321832693|        1517321833210 |               132000 |   2776.6 |  -1.4
       1517321834687|        1517321835201 |               134000 |   2749.5 |  -1.4
       1517321836675|        1517321837192 |               136000 |   2722.5 |  -1.4
       1517321838665|        1517321839182 |               138000 |   2695.8 |  -1.4
       1517321840724|        1517321841240 |               140000 |   2668.2 |  -1.4
       1517321842713|        1517321843230 |               142000 |   2641.7 |  -1.4
       1517321844713|        1517321845230 |               144000 |   2615.0 |  -1.4
       1517321846705|        1517321847223 |               146000 |   2589.0 |  -1.3
       1517321848694|        1517321849212 |               148000 |   2562.8 |  -1.4
       1517321850677|        1517321851195 |               150000 |   2537.2 |  -1.3
       1517321852669|        1517321853183 |               152000 |   2511.6 |  -1.3
       1517321854727|        1517321855243 |               154000 |   2485.1 |  -1.3
       1517321856720|        1517321857238 |               156000 |   2459.9 |  -1.3
       1517321858714|        1517321859231 |               158000 |   2434.9 |  -1.3
       1517321860697|        1517321861217 |               160000 |   2410.0 |  -1.2
       1517321862694|        1517321863211 |               162000 |   2385.1 |  -1.3
       1517321864694|        1517321865214 |               164000 |   2360.2 |  -1.3
       1517321866683|        1517321867202 |               166000 |   2335.7 |  -1.3
       1517321868681|        1517321869201 |               168000 |   2311.4 |  -1.2
       1517321870667|        1517321871187 |               170000 |   2287.3 |  -1.2
       1517321872721|        1517321873241 |               172000 |   2262.3 |  -1.2
       1517321874705|        1517321875225 |               174000 |   2238.6 |  -1.3
       1517321876697|        1517321877217 |               176000 |   2214.7 |  -1.2
       1517321878693|        1517321879213 |               178000 |   2190.9 |  -1.2
       1517321880685|        1517321881206 |               180000 |   2167.2 |  -1.2
       1517321882673|        1517321883194 |               182000 |   2143.8 |  -1.2
       1517321884662|        1517321885183 |               184000 |   2120.3 |  -1.2
       1517321886712|        1517321887232 |               186000 |   2096.7 |  -1.2
       1517321888707|        1517321889228 |               188000 |   2073.9 |  -1.2
       1517321890705|        1517321891226 |               190000 |   2051.3 |  -1.2
       1517321892695|        1517321893218 |               192000 |   2028.4 |  -1.2
       1517321894691|        1517321895212 |               194000 |   2005.8 |  -1.1
       1517321896682|        1517321897204 |               196000 |   1983.3 |  -1.2
