1098710.912 |      0.089 |    4980.42 |   -1.999178 |  -0.003 |          1098710.909
          1098710.980 |      0.089 |    4979.03 |   -1.952277 |  -0.003 |          1098710.979
          1098711.049 |      0.089 |    4977.89 |   -1.958736 |  -0.004 |          1098711.048
          1098711.116 |      0.089 |    4976.50 |   -1.958736 |  -0.004 |          1098711.108
          1098711.185 |      0.089 |    4975.06 |   -2.011862 |  -0.005 |          1098711.178
          1098711.252 |      0.089 |    4973.74 |   -2.151935 |  -0.004 |          1098711.248
          1098711.323 |      0.089 |    4972.28 |   -2.151935 |  -0.004 |          1098711.318
          1098711.390 |      0.089 |    4970.87 |   -2.050525 |  -0.003 |          1098711.388
          1098711.458 |      0.089 |    4969.66 |   -1.999298 |  -0.003 |          1098711.448
          1098711.526 |      0.089 |    4968.33 |   -1.999298 |  -0.001 |          1098711.518
          1098711.594 |      0.089 |    4967.20 |   -1.906568 |  -0.002 |          1098711.588
          1098711.662 |      0.089 |    4965.79 |   -1.964950 |  -0.004 |          1098711.658
          1098711.729 |      0.089 |    4964.29 |   -1.964950 |  -0.004 |          1098711.728
          1098711.796 |      0.089 |    4963.11 |   -2.110311 |  -0.004 |          1098711.788
          1098711.866 |      0.089 |    4961.63 |   -1.983970 |  -0.004 |          1098711.858
          1098711.933 |      0.089 |    4960.42 |   -1.983970 |  -0.003 |          1098711.928
          1098712.000 |      0.089 |    4959.07 |   -2.154756 |  -0.003 |          1098711.998
          1098712.067 |      0.089 |    4957.67 |   -1.839240 |  -0.004 |          1098712.058
          1098712.135 |      0.089 |    4956.55 |   -1.839240 |  -0.007 |          1098712.128
          1098712.202 |      0.089 |    4955.13 |   -1.938539 |  -0.006 |          1098712.198
          1098712.269 |      0.089 |    4953.98 |   -1.952277 |  -0.003 |          1098712.268
          1098712.336 |      0.089 |    4952.46 |   -1.952277 |  -0.001 |          1098712.328
          1098712.404 |      0.089 |    4951.18 |   -2.110575 |  -0.000 |          1098712.398
          1098712.472 |      0.089 |    4949.72 |   -2.177291 |  -0.001 |          1098712.468
          1098712.543 |      0.089 |    4948.33 |   -2.177291 |  -0.002 |          1098712.538
          1098712.610 |      0.089 |    4947.22 |   -1.929036 |   0.001 |          1098712.608
          1098712.679 |      0.089 |    4945.91 |   -1.838179 |  -0.003 |          1098712.678
          1098712.748 |      0.089 |    4944.49 |   -1.978958 |  -0.003 |          1098712.738
          1098712.817 |      0.089 |    4943.24 |   -1.978958 |  -0.003 |          1098712.808
          1098712.884 |      0.089 |    4941.77 |   -2.125531 |  -0.001 |          1098712.878
