
       1517321705661 |        1517321706161 |               -100.0 |   4896.5 |  -2.0
       1517321710478 |        1517321710983 |               -200.0 |   4797.2 |  -2.2
       1517321715425 |        1517321715930 |               -300.0 |   4697.4 |  -2.0
       1517321720497 |        1517321721003 |               -400.0 |   4597.3 |  -2.1
       1517321725661 |        1517321726167 |               -500.0 |   4497.7 |  -2.0
       1517321731023 |        1517321731530 |               -600.0 |   4397.0 |  -2.0
       1517321736442 |        1517321736949 |               -700.0 |   4297.7 |  -1.8
       1517321742001 |        1517321742509 |               -800.0 |   4197.4 |  -1.8
       1517321747637 |        1517321748145 |               -900.0 |   4097.6 |  -1.8
       1517321753425 |        1517321753933 |              -1000.0 |   3997.1 |  -1.8
       1517321759265 |        1517321759774 |              -1100.0 |   3897.6 |  -1.8
       1517321765256 |        1517321765766 |              -1200.0 |   3797.1 |  -1.7
       1517321771298 |        1517321771809 |              -1300.0 |   3696.9 |  -1.6
       1517321777395 |        1517321777906 |              -1400.0 |   3596.8 |  -1.6
       1517321783636 |        1517321784148 |              -1500.0 |   3496.7 |  -1.6
       1517321790035 |        1517321790544 |              -1600.0 |   3396.8 |  -1.7
       1517321796551 |        1517321797064 |              -1700.0 |   3297.4 |  -1.6
       1517321803141 |        1517321803654 |              -1800.0 |   3197.5 |  -1.6
       1517321809891 |        1517321810405 |              -1900.0 |   3097.5 |  -1.5
       1517321816893 |        1517321817408 |              -2000.0 |   2997.0 |  -1.4
       1517321823977 |        1517321824488 |              -2100.0 |   2897.4 |  -1.4
       1517321831185 |        1517321831701 |              -2200.0 |   2797.2 |  -1.4
       1517321838530 |        1517321839045 |              -2300.0 |   2697.6 |  -1.4
       1517321846085 |        1517321846602 |              -2400.0 |   2597.2 |  -1.3
       1517321853769 |        1517321854287 |              -2500.0 |   2497.4 |  -1.3
       1517321861729 |        1517321862244 |              -2600.0 |   2397.0 |  -1.3
       1517321869844 |        1517321870361 |              -2700.0 |   2297.2 |  -1.3
       1517321878137 |        1517321878658 |              -2800.0 |   2197.4 |  -1.2
       1517321886643 |        1517321887164 |              -2900.0 |   2097.6 |  -1.2
       1517321895450 |        1517321895972 |              -3000.0 |   1997.3 |  -1.2
       1517321904379 |        1517321904901 |              -3100.0 |   1897.5 |  -1.1
       1517321913591 |        1517321914115 |              -3200.0 |   1797.2 |  -1.1
       1517321923029 |        1517321923550 |              -3300.0 |   1697.3 |  -1.1
       1517321932659 |        1517321933182 |              -3400.0 |   1597.6 |  -1.0
       1517321942612 |        1517321943138 |              -3500.0 |   1497.4 |  -1.0
       1517321952785 |        1517321953312 |              -3600.0 |   1397.1 |  -1.0
       1517321963087 |        1517321963615 |              -3700.0 |   1297.7 |  -1.0
       1517321973821 |        1517321974350 |              -3800.0 |   1197.4 |  -1.0
       1517321984810 |        1517321985340 |              -3900.0 |   1097.6 |  -0.9
       1517321996208 |        1517321996739 |              -4000.0 |    997.3 |  -0.8
       1517322007820 |        1517322008350 |              -4100.0 |    897.4 |  -0.8
       1517322019845 |        1517322020379 |              -4200.0 |    797.4 |  -0.8
       1517322032141 |        1517322032673 |              -4300.0 |    697.4 |  -0.8
       1517322044813 |        1517322045342 |              -4400.0 |    597.5 |  -0.8
