1187130.456 |      0.090 |    4979.09 |   -2.274695 |  -0.002 |          1187130.451
          1187130.525 |      0.090 |    4977.50 |   -2.240312 |  -0.002 |          1187130.521
          1187130.592 |      0.090 |    4976.04 |   -2.240312 |  -0.002 |          1187130.591
          1187130.659 |      0.090 |    4974.87 |   -2.119912 |  -0.001 |          1187130.651
          1187130.729 |      0.090 |    4973.53 |   -1.848747 |  -0.001 |          1187130.721
          1187130.796 |      0.090 |    4972.43 |   -1.848747 |  -0.001 |          1187130.791
          1187130.866 |      0.090 |    4970.74 |   -1.998229 |  -0.002 |          1187130.861
          1187130.933 |      0.090 |    4969.08 |   -2.403372 |  -0.004 |          1187130.931
          1187131.000 |      0.090 |    4967.87 |   -2.403372 |  -0.004 |          1187130.991
          1187131.067 |      0.090 |    4966.34 |   -2.151937 |  -0.004 |          1187131.061
          1187131.135 |      0.090 |    4964.97 |   -2.115648 |  -0.003 |          1187131.131
          1187131.202 |      0.090 |    4963.81 |   -2.115648 |  -0.003 |          1187131.201
          1187131.269 |      0.090 |    4962.37 |   -1.886826 |  -0.004 |          1187131.261
          1187131.337 |      0.090 |    4961.07 |   -2.056859 |  -0.001 |          1187131.331
          1187131.405 |      0.090 |    4959.55 |   -2.056859 |  -0.003 |          1187131.400
          1187131.472 |      0.090 |    4958.29 |   -2.239625 |  -0.003 |          1187131.470
          1187131.539 |      0.090 |    4956.81 |   -2.135958 |  -0.003 |          1187131.530
          1187131.607 |      0.090 |    4955.38 |   -2.135958 |  -0.002 |          1187131.600
          1187131.676 |      0.090 |    4954.17 |   -2.009319 |  -0.002 |          1187131.670
          1187131.744 |      0.090 |    4952.70 |   -2.123120 |  -0.002 |          1187131.740
          1187131.814 |      0.090 |    4951.20 |   -2.034674 |  -0.001 |          1187131.810
          1187131.881 |      0.090 |    4949.86 |   -2.034674 |  -0.001 |          1187131.880
          1187131.948 |      0.090 |    4948.39 |   -2.208768 |  -0.004 |          1187131.940
          1187132.015 |      0.090 |    4947.12 |   -2.084331 |  -0.005 |          1187132.010
          1187132.085 |      0.090 |    4945.67 |   -2.084331 |  -0.004 |          1187132.080
          1187132.152 |      0.090 |    4944.51 |   -1.997699 |  -0.004 |          1187132.150
          1187132.221 |      0.090 |    4943.09 |   -1.978688 |  -0.004 |          1187132.220
          1187132.289 |      0.090 |    4941.59 |   -1.978688 |  -0.004 |          1187132.280
          1187132.356 |      0.090 |    4940.38 |   -2.133978 |  -0.001 |          1187132.350
          1187132.423 |      0.090 |    4938.74 |   -2.219629 |  -0.003 |          1187132.420
          1187132.492 |      0.090 |    4937.39 |   -2.219629 |  -0.004 |          1187132.490
          1187132.559 |      0.090 |    4935.98 |   -2.135208 |  -0.004 |          1187132.550
          1187132.628 |      0.090 |    4934.55 |   -2.034679 |  -0.003 |          1187132.620
          1187132.696 |      0.090 |    4933.24 |   -2.034679 |  -0.007 |          1187132.690
          1187132.766 |      0.090 |    4931.79 |   -2.148767 |  -0.006 |          1187132.760
          1187132.832 |      0.090 |    4930.66 |   -1.933021 |  -0.007 |          1187132.830
          1187132.903 |      0.090 |    4929.20 |   -1.933021 |  -0.006 |          1187132.900
          1187132.969 |      0.090 |    4927.66 |   -2.123413 |  -0.006 |          1187132.960
          1187133.036 |      0.090 |    4926.37 |   -2.117432 |  -0.007 |          1187133.030
          1187133.104 |      0.090 |    4924.81 |   -2.117432 |  -0.003 |          1187133.100
          1187133.172 |      0.090 |    4923.66 |   -2.164619 |  -0.002 |          1187133.170
          1187133.240 |      0.090 |    4922.17 |   -1.926079 |  -0.003 |          1187133.240
          1187133.308 |      0.090 |    4921.01 |   -1.926079 |  -0.002 |          1187133.300
          1187133.376 |      0.090 |    4919.53 |   -2.088012 |  -0.003 |          1187133.370
          1187133.444 |      0.090 |    4918.06 |   -2.082926 |  -0.002 |          1187133.440
          1187133.512 |      0.090 |    4916.71 |   -2.142528 |  -0.000 |          1187133.510
          1187133.580 |      0.090 |    4915.22 |   -2.142528 |  -0.001 |          1187133.580
          1187133.648 |      0.090 |    4913.97 |   -2.101233 |  -0.002 |          1187133.640
          1187133.716 |      0.090 |    4912.61 |   -1.991955 |  -0.004 |          1187133.710
          1187133.783 |      0.090 |    4911.44 |   -1.991955 |  -0.005 |          1187133.779
          1187133.854 |      0.090 |    4910.03 |   -1.927125 |  -0.005 |          1187133.849
          1187133.922 |      0.090 |    4908.44 |   -2.068100 |  -0.005 |          1187133.919
          1187133.991 |      0.090 |    4907.11 |   -2.068100 |  -0.006 |          1187133.989
          1187134.059 |      0.090 |    4905.56 |   -2.303557 |  -0.007 |          1187134.049
          1187134.127 |      0.090 |    4904.26 |   -2.143491 |  -0.004 |          1187134.119
          1187134.195 |      0.090 |    4902.90 |   -2.143491 |  -0.005 |          1187134.189
          1187134.263 |      0.090 |    4901.52 |   -1.919805 |  -0.005 |          1187134.259
          1187134.331 |      0.090 |    4900.24 |   -2.044237 |  -0.004 |          1187134.329
          1187134.399 |      0.090 |    4898.82 |   -2.044237 |  -0.006 |          1187134.389
          1187134.467 |      0.090 |    4897.53 |   -1.992228 |  -0.004 |          1187134.459
          1187134.538 |      0.090 |    4895.96 |   -2.238732 |  -0.003 |          1187134.529
          1187134.606 |      0.090 |    4894.41 |   -2.238732 |  -0.004 |          1187134.599
          1187134.676 |      0.090 |    4893.23 |   -2.111158 |  -0.003 |          1187134.669
          1187134.743 |      0.090 |    4891.88 |   -1.898892 |  -0.002 |          1187134.739
          1187134.814 |      0.090 |    4890.51 |   -1.976270 |  -0.001 |          1187134.809
          1187134.883 |      0.090 |    4889.12 |   -1.976270 |  -0.003 |          1187134.879
          1187134.951 |      0.090 |    4887.50 |   -2.242910 |  -0.004 |          1187134.949
          1187135.019 |      0.090 |    4886.20 |   -2.186098 |  -0.004 |          1187135.009
          1187135.087 |      0.090 |    4884.75 |   -2.186098 |  -0.005 |          1187135.079
          1187135.155 |      0.090 |    4883.61 |   -2.000095 |  -0.004 |          1187135.149
          1187135.223 |      0.090 |    4882.14 |   -1.968950 |  -0.002 |          1187135.219
